"language","value","translation"
"af","blinde","blind"
"af","blindheid","blindness"
"af","blink","shiny"
"af","blitz","blitz"
"af","blitzkrieg","blitzkrieg"
"af","block","mortuary"
"af","bloed","blood"
"af","bloedbad","carnage"
"af","bloeddruk","blood pressure"
"af","bloedig","bloody"
"af","bloeding","bleeding"
"af","bloei","bleed"
"af","bloeisels","blossoms"
"af","bloeitydperk","boom"
"af","bloemlesing","anthology"
"af","blog","blog"
"af","blok","block"
"af","blokkeer","block"
"af","blokkies","squares"
"af","blommetjies","flowers"
"af","blomplant","flowering plant"
"af","bloot","only"
"af","blootlê","expos"
"af","blootstel","expose"
"af","blootstelling","exposure"
"af","blou","blue"
"af","blougrys","blue-gray"
"af","blues","blues"
"af","blum","blum"
"af","blurb","blurb"
"af","blus","quench"
"af","bly","stay"
"af","blyplek","accommodation"
"af","blyspel","joy"
"af","bmw","bmw"
"af","bng","bng"
"af","board","board"
"af","bob","bob"
"af","bodem","bottom"
"af","boeddhas","buddhas"
"af","boeddhis","buddhis"
"af","boeddhisties","buddhistian"
"af","boedel","estate"
"af","boeg","bow"
"af","boei","handcuff"
"af","boeing","boeing"
"af","boek","book"
"af","boekdeel","booklet"
"af","boekhouer","bookkeeper"
"af","boekies","booklets"
"af","boekvorm","book form"
"af","boekwinkel","bookstore"
"af","boekwinkels","bookstores"
"af","boer","farmer"
"af","boerekrygsgevangenes","boerekrygskewe"
"af","boeremag","boeremag"
"af","boereoorlog","boer war"
"af","boererepubliek","farmer republic"
"af","boergondies","burgundian"
"af","boergondiërs","burgundians"
"af","boetedoening","penalty"
"af","bofbal","baseball"
"af","bogenoemde","aforementioned"
"af","bogronds","topsoil"
"af","boikot","boycott"
"af","bok","goat"
"af","bokaak","goose"
"af","bokkeveld","bokkeveld"
"af","boksburg","boksburg"
"af","bokser","boxer"
"af","bol","globe"
"af","bold","bold"
"af","bolsjewis","bolshewis"
"af","bomaanval","bombing"
"af","bombardeer","bomb"
"af","bombardering","bombing"
"af","bomwerpers","bombers"
"af","bonatuurlik","supernatural"
"af","bondgenoot","ally"
"af","bondsrepubliek","federal republic"
"af","bones","bones"
"af","bonifatius","bonifatius"
"af","bonnie","bonnie"
"af","bontpaling","fault"
"af","boodskap","message"
"af","boodskappers","messengers"
"af","boog","arc"
"af","book","book"
"af","booker","booker"
"af","boomveld","woodland"
"af","boon","bean"
"af","boonop","but"
"af","boontjies","beans"
"af","boord","board"
"af","boordevol","shore"
"af","boorling","native"
"af","boosheid","evil"
"af","boot","boat"
"af","bord","plate"
"af","bordeaux","bordeaux"
"af","borduurwerk","embroidery"
"af","borg","sponsor"
"af","borrels","bubbles"
"af","bors","breast"
"af","borsbeeld","bust"
"af","borskanker","breast cancer"
"af","borste","breasts"
"af","bosbou","forestry"
"af","bosgebied","forest area"
"af","bosgebiede","forest areas"
"af","bosporus","bosphorus"
"af","bosveld","bushveld"
"af","botes","botes"
"af","bots","clash"
"af","botsing","collision"
"af","bottel","bottle"
"af","bottels","bottles"
"af","bou","build"
"af","boubedryf","building industry"
"af","bouer","builder"
"af","boukoste","building cost"
"af","boulevard","boulevard"
"af","boumateriaal","building material"
"af","boumeester","building master"
"af","boumeesters","building masters"
"af","bouplanne","building plans"
"af","bouprojek","building project"
"af","bouval","ruin"
"af","bouwer","builder"
"af","bouwerk","construction"
"af","bowker","bowker"
"af","box","box"
"af","boys","boys"
"af","bpk","bpk"
"af","braai","barbecue"
"af","braam","braam"
"af","braamfontein","braamfontein"
"af","bradshaw","bradshaw"
"af","brak","brackish"
"af","braking","vomiting"
"af","bram","bram"
"af","brand","burn"
"af","brandenburg","brandenburg"
"af","branders","waves"
"af","brando","brando"
"af","brandstof","fuel"
"af","brandstofverbruik","fuel consumption"
"af","brasiliaans","brazilian"
"af","braunschweig","braunschweig"
"af","bravo","bravo"
"af","break","pouse"
"af","breakers","breakers"
"af","breaking","breaking"
"af","breed","broad"
"af","breederivier","breede river"
"af","breedtegraad","latitude"
"af","breedvoerig","detailed"
"af","breedweg","broadly"
"af","breek","break"
"af","brei","knit"
"af","brein","brain"
"af","breuk","rupture"
"af","brewster","brewster"
"af","breë","broad"
"af","breëblaarboomveld","broadleafboom field"
"af","bridges","bridges"
"af","brief","letter"
"af","briefwisseling","correspondence"
"af","brien","brien"
"af","bring","bring"
"af","brink","brink"
"af","bristol","bristol"
"af","britz","britz"
"af","broad","broad"
"af","broadcasting","broadcasting"
"af","brocken","brocken"
"af","broeders","brethren"
"af","broei","breed"
"af","broek","pants"
"af","broer","brother"
"af","broers","brothers"
"af","broerskind","nephew"
"af","broken","break"
"af","bron","source"
"af","bronne","sources"
"af","bronstydperk","bronze period"
"af","brother","brother"
"af","brothers","brothers"
"af","brou","brew"
"af","brug","bridge"
"af","bruikbaar","useful"
"af","bruinkool","brown coal"
"af","brumbies","brumbies"
"af","bruno","bruno"
"af","brunswick","brunswick"
"af","brunswyk","brunswick"
"af","brutaal","brutal"
"af","bruto","gross"
"af","bruwer","bruwer"
"af","bsg","s"
"af","buck","buck"
"af","buckingham","buckingham"
"af","buffels","buffalo"
"af","buffer","bumper"
"af","buideldier","marsupian"
"af","buig","bend"
"af","buiging","debut"
"af","buigsaamheid","flexibility"
"af","buik","belly"
"af","building","building"
"af","buis","tube"
"af","buiteblad","exterior"
"af","buiteland","abroad"
"af","buitelanders","foreigners"
"af","buitelands","abroad"
"af","buitelug","outdoors"
"af","buiten","outside"
"af","buitensporige","excessive"
"af","buitepos","outpost"
"af","buiteposte","outdoor post"
"af","buitestaanders","outsiders"
"af","buitewêreld","outside world"
"af","buk","bend"
"af","bulldog","bulldog"
"af","buller","bulller"
"af","bulls","bulls"
"af","bundel","bundle"
"af","bundels","bundles"
"af","bundeltitel","bundle title"
"af","burg","burg"
"af","burgemeester","mayor"
"af","burger","citizen"
"af","burgerlik","civilian"
"af","burgerlike","civilian"
"af","burgeroorlog","civil war"
"af","burgerreg","civil law"
"af","burning","burning"
"af","burundi","burundi"
"af","bus","bus"
"af","butler","butler"
"af","buys","buys"
"af","buzz","buzz"
"af","bwv","bwv"
"af","bybels","biblical"
"af","bybelvertaling","bible translation"
"af","bydra","contribute"
"af","bydrae","contribution"
"af","bydraer","contributor"
"af","bydraers","contributors"
"af","bydraes","contributions"
"af","byeen","gather"
"af","byeengebring","brought together"
"af","byeenkom","assemble"
"af","bygevoeg","added"
"af","bykom","reach"
"af","bykomend","additional"
"af","bymekaargemaak","gather"
"af","byna","nearly"
"af","bynaam","nickname"
"af","bystaan","assist"
"af","bystand","assistance"
"af","byt","bite"
"af","byval","fitting"
"af","byvoeg","add"
"af","byvoeging","addition"
"af","byvoorbeeld","for example"
"af","bywerk","update"
"af","bywoners","attendant"
"af","bywoning","attendance"
"af","böeseken","böeseken"
"af","calculus","calculus"
"af","called","called"
"af","calvinisties","calvinist"
"af","camus","camus"
"af","canal","canal"
"af","cannes","cannes"
"af","capital","capital"
"af","capitol","capitol"
"af","carlo","carlo"
"af","carol","carol"
"af","carolus","carolus"
"af","case","case"
"af","casino","casino"
"af","castro","castro"
"af","categories","categories"
"af","cathedral","cathedral"
"af","cato","cato"
"af","celliers","celliers"
"af","celsius","celsius"
"af","central","central"
"af","cetshwayo","cetshwayo"
"af","cfg","cfg"
"af","chamonix","chamonix"
"af","changes","changes"
"af","changing","changing"
"af","chaoties","chaotic"
"af","characters","characters"
"af","charismaties","charismatic"
"af","check","check"
"af","chelmsford","chelmsford"
"af","chemical","chemical"
"af","chemies","chemical"
"af","chemikalie","chemical"
"af","chemikus","chemist"
"af","chicago","chicago"
"af","child","child"
"af","chirurg","surgeon"
"af","chloroplaste","chloroplasts"
"af","cholesterol","cholesterol"
"af","chow","chow"
"af","christelik","christian"
"af","christo","christo"
"af","christopher","christopher"
"af","christophorus","christophorus"
"af","christus","christ"
"af","chronies","chronic"
"af","chronologies","chronologically"
"af","chrysler","chrysler"
"af","chuck","chuck"
"af","cicero","cicero"
"af","cilliers","cilliers"
"af","ciprus","cyprus"
"af","circus","circus"
"af","cities","cities"
"af","citrusdal","citrusdal"
"af","ciudad","ciudad"
"af","cjv","cjv"
"af","claim","claim"
"af","clanwilliam","clanwilliam"
"af","clark","clark"
"af","claudius","claudius"
"af","clausewitz","clausewitz"
"af","click","click"
"af","clifford","clifford"
"af","clock","clock"
"af","clovis","clovis"
"af","club","club"
"af","cno","cno"
"af","cobus","cobus"
"af","cock","cock"
"af","codex","codex"
"af","coetzer","coetzer"
"af","cold","cold"
"af","colenso","colenso"
"af","colesberg","colesberg"
"af","colorado","colorado"
"af","columbus","columbus"
"af","combrink","combrink"
"af","comes","comes"
"af","coming","coming"
"af","commando","command"
"af","commercial","commercial"
"af","communities","communities"
"af","como","como"
"af","compagnie","compagnie"
"af","comrades","comrades"
"af","concerto","concerto"
"af","connie","connie"
"af","conrad","conrad"
"af","considered","considered"
"af","consolidated","consolidated"
"af","continental","continental"
"af","control","control"
"af","cook","cook"
"af","cool","cool"
"af","cork","cork"
"af","cornelius","cornelius"
"af","corner","corner"
"af","corpus","corpus"
"af","costello","costello"
"af","could","should"
"af","counties","counties"
"af","countries","countries"
"af","countrynew","country"
"af","cover","cover"
"af","cox","cox"
"af","cradock","cradock"
"af","crawford","crawford"
"af","created","creeated"
"af","creed","creed"
"af","creek","creek"
"af","criminal","criminal"
"af","cristo","cristo"
"af","critical","critical"
"af","crusaders","crusaders"
"af","cruz","cruz"
"af","crystal","crystal"
"af","cultural","cultural"
"af","cum","cum"
"af","cunard","cunard"
"af","curaçao","curaçao"
"af","curriebeker","currie cup"
"af","cygnus","cygnus"
"af","cyrillies","cyrillic"
"af","cyrillus","cyrillus"
"af","daad","deed"
"af","daadwerklik","actual"
"af","daagliks","daily"
"af","daal","descend"
"af","daan","daan"
"af","daarenteen","on the other hand"
"af","daarstel","establish"
"af","daarstelling","creation"
"af","dab","dab"
"af","dadelik","immediately"
"af","daeraad","dawn"
"af","dagblad","day page"
"af","dagboek","diary"
"af","dagbreek","dawn"
"af","daglig","daylight"
"af","daimler","daimler"
"af","dak","roof"
"af","dal","valley"
"af","daling","decline"
"af","dalk","maybe"
"af","dalro","dalro"
"af","dalí","dalí"
"af","dam","dam"
"af","damaskus","damascus"
"af","dames","ladies"
"af","dampdruk","vapor pressure"
"af","damwal","dam wall"
"af","dan","then"
"af","dancing","dancing"
"af","dangerous","dangerous"
"af","danie","danie"
"af","daniels","daniels"
"af","danke","thanks"
"af","dannhauser","dannhauser"
"af","danser","dancer"
"af","darem","though"
"af","darius","darius"
"af","dark","dark"
"af","darling","darling"
"af","databasis","database"
"af","dateer","date"
"af","datering","dating"
"af","dates","dates"
"af","datum","date"
"af","datums","dates"
"af","davies","davies"
"af","davis","davis"
"af","days","days"
"af","dead","dead"
"af","deal","deal"
"af","debatsvereniging","debate association"
"af","debatteer","debate"
"af","debord","sprayer"
"af","debuut","debut"
"af","debuutalbum","debut album"
"af","december","december"
"af","deeg","dough"
"af","deeglik","thorough"
"af","deel","share"
"af","deelgebied","share"
"af","deelgeneem","participated"
"af","deelname","participation"
"af","deelneem","participate"
"af","deels","partly"
"af","deelstaat","state"
"af","deeltjies","particle"
"af","deeltyds","part-time"
"af","deernis","compassion"
"af","defined","defined"
"af","definieer","define"
"af","definisies","definitions"
"af","definitief","definitely"
"af","dek","deck"
"af","dekades","decades"
"af","dekker","core"
"af","dekking","cover"
"af","dekorasies","decorations"
"af","dekoratief","decorative"
"af","del","del"
"af","delg","dedicate"
"af","deling","division"
"af","dem","dem"
"af","demokrasie","democracy"
"af","demokraties","democratic"
"af","demokratisering","democratization"
"af","demonstrasies","demonstrations"
"af","demonstreer","demonstrate"
"af","deneys","deneys"
"af","deng","deng"
"af","denis","denis"
"af","denk","think"
"af","denker","thinker"
"af","denkrigting","thinking"
"af","dennis","dnnis"
"af","denominasies","denominations"
"af","denver","denver"
"af","departement","department"
"af","deporteer","deport"
"af","depressief","depressed"
"af","derde","third"
"af","derdes","third parties"
"af","derm","bowel"
"af","dertig","thirty"
"af","des","design"
"af","descartes","descartes"
"af","desember","december"
"af","deskundiges","experts"
"af","destyds","then"
"af","details","details"
"af","detritus","detritus"
"af","deug","virtue"
"af","deur","by"
"af","deurbring","spend"
"af","deurdring","penetrate"
"af","deurgang","passage"
"af","deurgebring","spent"
"af","deurgedring","passed"
"af","deurgemaak","through"
"af","deurgevoer","pass"
"af","deurkruis","through"
"af","deurloop","through"
"af","deurmaak","throughout"
"af","deursettingsvermoë","determination"
"af","deursoek","search"
"af","deurspek","through"
"af","deurvoer","throughput"
"af","deuterium","deuterium"
"af","deutscher","deutscher"
"af","dewald","dewald"
"af","dfb","dfb"
"af","dia","dia"
"af","diabetes","diabetes"
"af","diagnoseer","diagnose"
"af","diagnosties","diagnostic"
"af","diagonaal","diagonal"
"af","diagram","diagram"
"af","dialek","dialect"
"af","dialektiek","dialectics"
"af","dialoë","dialogues"
"af","diamant","diamond"
"af","diamantveld","diamond field"
"af","diaries","diarical"
"af","diatonies","diathonic"
"af","dick","dick"
"af","didakties","didactic"
"af","diefstal","theft"
"af","dien","serve"
"af","diens","service"
"af","dienskneg","servant"
"af","dienslewering","service delivery"
"af","diep","deep"
"af","diepsee","deep sea"
"af","diepte","depth"
"af","dieptes","depths"
"af","dier","animal"
"af","diereriem","zodiac"
"af","dierspesie","animal species"
"af","diertjies","animals"
"af","dies","die"
"af","diesel","diesel"
"af","dieselfde","same"
"af","dig","close"
"af","digbundels","bundle"
"af","digitaal","digital"
"af","digital","digital"
"af","digpakking","dense"
"af","digteres","poet"
"af","digterlik","poetic"
"af","dijk","dijk"
"af","dik","thick"
"af","dikker","thicker"
"af","dikwels","often"
"af","dimensie","dimension"
"af","dimensioneel","dimensional"
"af","dinamiek","dynamics"
"af","dinamies","dynamic"
"af","dinastie","dynasty"
"af","dinasties","dynasty"
"af","ding","thing"
"af","dink","think"
"af","dinner","dinner"
"af","dinosourus","dinosaur"
"af","diocletianus","diocletian"
"af","diodes","diodes"
"af","diogenes","diogenes"
"af","diplomaat","diplomat"
"af","dipool","dipole"
"af","direk","direct"
"af","direkteur","director"
"af","dirigeer","direct"
"af","dirk","dirk"
"af","diskrimineer","discriminate"
"af","dissipels","disciples"
"af","dissiplines","disciplines"
"af","distrik","district"
"af","distriksmunisipaliteit","district municipality"
"af","div","div"
"af","diversiteit","diversity"
"af","djoser","djoser"
"af","dmv","dmv"
"af","dodeakker","tododer"
"af","dodelik","lethal"
"af","doek","cloth"
"af","doelbewus","purposeful"
"af","doeleindes","purposes"
"af","doelgerig","goal orientated"
"af","doelstelling","aim"
"af","doeltreffend","effective"
"af","doeltreffender","more efficient"
"af","doeltreffendheid","efficiency"
"af","doelwit","goal"
