uk_cue,uk_target,type,cue_type,target_type,uk_cosine,still_over_threshold
співак,музикант,related,word,word,0.586589531147301,FALSE
бджола,мурашка,related,word,word,0.455627517951382,FALSE
еволюція,мутація,related,word,word,0.536959194693215,FALSE
круглий,навколо,related,word,word,0.160489239832941,FALSE
випадково,навмисно,related,word,word,0.295727311451121,FALSE
інший,навпаки,related,word,word,0.329589698452439,FALSE
навчатися,навчати,related,word,word,0.764098571099683,FALSE
бонус,нагорода,related,word,word,0.231707339696083,FALSE
дозволяти,надавати,related,word,word,0.548207025307524,FALSE
терміновий,надзвичайний,related,word,word,0.479370102858401,FALSE
приносити,надсилати,related,word,word,0.43683635257146,FALSE
вічний,назавжди,related,word,word,0.357980834485729,FALSE
кільце,намисто,related,word,word,0.506138471326669,FALSE
призначення,намір,related,word,word,0.216748386431486,FALSE
читання,написання,related,word,word,0.568654920201947,FALSE
наречений,наречена,related,word,word,0.739077585682883,FALSE
країна,народ,related,word,word,0.293188283500116,FALSE
ювілей,народження,related,word,word,0.377786631131709,FALSE
фактично,насправді,related,word,word,0.354253107234566,FALSE
надихати,натхнення,related,word,word,0.435054324569752,FALSE
технологія,наука,related,word,word,0.451377731142827,FALSE
ризик,небезпека,related,word,word,0.298254928374907,FALSE
ризикований,небезпечний,related,word,word,0.590051048623355,FALSE
небо,небесний,related,word,word,0.557613257771156,FALSE
анонімний,невідомий,related,word,word,0.397777569744676,FALSE
позитивний,негативний,related,word,word,0.778306756631304,FALSE
субота,неділя,related,word,word,0.64664500865962,FALSE
нездатність,нездатний,related,word,word,0.670737170995567,FALSE
незручний,неприємний,related,word,word,0.41634411491997,FALSE
стурбований,нервовий,related,word,word,0.24785451622415,FALSE
раптом,несподівано,related,word,word,0.419095152671252,FALSE
неправедність,несправедливість,related,word,word,0.685231801150302,FALSE
бідність,нещастя,related,word,word,0.385603616833613,FALSE
нещасний,нещастя,related,word,word,0.575861797981936,FALSE
просто,нещодавно,related,word,word,0.289383593626808,FALSE
м'який,ніжний,related,word,word,0,FALSE
марний,нікчемний,related,word,word,0.559165754821621,FALSE
канал,новини,related,word,word,0.386391114157524,FALSE
меч,ніж,related,word,word,0.195096798309625,FALSE
здоровий,нормальний,related,word,word,0.523421878658847,FALSE
рот,нос,related,word,word,0.289573430094387,FALSE
діарея,нудота,related,word,word,0.707261808537357,FALSE
скарга,обвинувачення,related,word,word,0.425840369848663,FALSE
розмова,обговорення,related,word,word,0.291596214532246,FALSE
закуска,обід,related,word,word,0.390557053921415,FALSE
поцілунок,обіймати,related,word,word,0.224116743969274,FALSE
гарантія,обіцянка,related,word,word,0.50556746459532,FALSE
обладнання,обладнувати,related,word,word,0.491616083347534,FALSE
відповідальність,обов'язок,related,word,word,0,FALSE
образливість,ображати,related,word,word,0.492398584797813,FALSE
служба,обслуговування,related,word,word,0.337153267405395,FALSE
брудний,огидний,related,word,word,0.691474538254942,FALSE
одиночний,одружений,related,word,word,0.2604330394979,FALSE
річка,озеро,related,word,word,0.459380192087607,FALSE
море,океан,related,word,word,0.427867304653357,FALSE
свіжий,оновити,related,word,word,0.23845492558118,FALSE
профіль,опис,related,word,word,0.271132914184007,FALSE
опівночі,опівдні,related,word,word,0.720119363093309,FALSE
супротив,опір,related,word,word,0.481207551431316,FALSE
ворог,опонент,related,word,word,0.349310442948363,FALSE
планета,орбіта,related,word,word,0.527390476905062,FALSE
сортувати,організувати,related,word,word,0.468548141360917,FALSE
орендар,орендодавець,related,word,word,0.677035782929907,FALSE
наймання,орендувати,related,word,word,0.209889369081924,FALSE
здоров'я,освіта,related,word,word,0,FALSE
весна,осінь,related,word,word,0.499581471638303,FALSE
характер,особистість,related,word,word,0.261398959357695,FALSE
спочатку,остання,related,word,word,0.221853132295279,FALSE
останній,остаточний,related,word,word,0.46001486770442,FALSE
тріщина,отворити,related,word,word,0,FALSE
стіл,офіс,related,word,word,0.2707044474892,FALSE
офіціант,офіціантка,related,word,word,0.822286318123181,FALSE
офіційно,офіційний,related,word,word,0.539548981468693,FALSE
спостереження,оцінка,related,word,word,0.207049505632239,FALSE
захоплюватися,оцінювати,related,word,word,0.37711002082212,FALSE
чітко,очевидно,related,word,word,0.278648727571483,FALSE
чекати,очікувати,related,word,word,0.487277637730577,FALSE
тверезий,п'яний,related,word,word,0,FALSE
інтернет,павутина,related,word,word,0.29654863451812,FALSE
конверт,пакет,related,word,word,0.361005976295167,FALSE
газ,паливо,related,word,word,0.540615459741827,FALSE
кабіна,палуба,related,word,word,0.489238493485156,FALSE
дядько,папа,related,word,word,0.271657859994598,FALSE
розділ,параграф,related,word,word,0.408912885778211,FALSE
вибір,параметр,related,word,word,0.314741713830205,FALSE
надприродливий,паранормальний,related,word,word,0,FALSE
стіна,паркан,related,word,word,0.410099177505548,FALSE
кодекс,пароль,related,word,word,0.201671873018208,FALSE
прийом,партія,related,word,word,0.162002668511257,FALSE
помада,парфуми,related,word,word,0.325783686909517,FALSE
квиток,паспорт,related,word,word,0.439914865905414,FALSE
охоронець,патруль,related,word,word,0.408356441514704,FALSE
миша,пацюк,related,word,word,0.394184024529208,FALSE
рай,пекло,related,word,word,0.32485013109244,FALSE
піхва,пеніс,related,word,word,0.332971959270573,FALSE
вторинний,первинний,related,word,word,0.691848723329407,FALSE
недооцінювати,перебільшувати,related,word,word,0.644147807923861,FALSE
датчик,передавач,related,word,word,0.522434158952963,FALSE
рухатися,передача,related,word,word,0.146697930846057,FALSE
невдаха,переможець,related,word,word,0.288040228242835,FALSE
розбити,перерва,related,word,word,0.186364641093373,FALSE
слідувати,переслідувати,related,word,word,0.677709076367164,FALSE
радіус,периметр,related,word,word,0.441147947551414,FALSE
фаза,період,related,word,word,0.260492005000914,FALSE
погляд,перспективний,related,word,word,0.28401315125096,FALSE
нирка,печінка,related,word,word,0.556755618779366,FALSE
пити,пиво,related,word,word,0.431053248250193,FALSE
зола,пил,related,word,word,0.391626834552754,FALSE
іржавий,пильний,related,word,word,0.369476707806295,FALSE
читати,писати,related,word,word,0.598991779884861,FALSE
поет,письменник,related,word,word,0.643258191429805,FALSE
південний,північний,related,word,word,0.797499359145896,FALSE
готовий,підготувати,related,word,word,0.276927505866454,FALSE
