word_id,word_german,word_english,pos,semantic_category,valence_M,valence_SE,valence_SD,valence_N,arousal_M,arousal_SE,arousal_SD,arousal_N,potency_M,potency_SE,potency_SD,potency_N,authority_M,authority_SE,authority_SD,authority_N,community_M,community_SE,community_SD,community_N,Cluster,freq_LEIPZIG,freq_SUBTLEX,freq_CELEX,orth_N_CELEX,orth_N_SUM_CELEX,FHN_CELEX,freq_DLEX_abs,freq_DLEX_norm,orth_N_DLEX,orth_N_SUM_DLEX,FHN_DLEX,freq_Zipf,syllables,letters
100,Behinderter,disabled person,noun,identity,4.233,0.182,1.192,43,5.256,0.223,1.465,43,4.143,0.333,2.159,42,5.294,0.329,1.359,17,4.412,0.354,1.460,17,8,1.271,0.510,0.000,0,0.000,0,1.863,-0.224,3,2.626,1,2.859,4,11
101,Bekannter,acquantaince,noun,identity,6.375,0.205,1.157,32,4.219,0.245,1.385,32,5.250,0.196,1.107,32,4.556,0.246,1.042,18,5.333,0.352,1.495,18,7,2.917,0.000,0.000,0,0.000,0,2.494,0.407,8,3.403,2,3.486,3,9
102,belohnen,to reward,verb,behavior,7.211,0.200,1.234,38,4.316,0.297,1.832,38,5.868,0.259,1.597,38,5.818,0.306,1.435,22,5.364,0.326,1.529,22,5,1.979,3.820,4.333,2,10.667,1,2.173,0.086,3,2.360,1,3.166,3,8
103,beneiden,to envy,verb,behavior,3.645,0.210,1.170,31,5.710,0.233,1.296,31,4.290,0.312,1.736,31,5.458,0.269,1.318,24,3.542,0.276,1.351,24,8,2.292,1.650,4.833,1,0.333,0,2.401,0.314,2,2.348,0,3.393,3,8
104,benoten,to grade,verb,behavior,4.455,0.190,1.092,33,6.152,0.169,0.972,33,6.121,0.212,1.219,33,7.440,0.265,1.325,25,4.520,0.451,2.257,25,1,0.188,0.510,0.333,0,0.000,0,0.000,-2.088,1,0.477,1,1.291,3,7
105,Berater,advisor,noun,identity,5.788,0.267,1.536,33,4.091,0.309,1.774,33,5.576,0.254,1.458,33,5.267,0.371,1.438,15,4.400,0.445,1.724,15,7,28.646,9.570,19.167,1,83.833,1,3.067,0.980,5,1.322,0,4.058,3,7
106,bereichern,to enrich,verb,behavior,5.000,0.356,2.138,36,5.139,0.259,1.552,36,5.917,0.259,1.556,36,6.808,0.266,1.357,26,2.654,0.288,1.468,26,1,3.688,0.980,8.500,0,0.000,0,2.511,0.423,3,2.767,1,3.502,3,10
107,bereuen,to regret,verb,behavior,4.237,0.276,1.700,38,5.757,0.246,1.498,37,5.297,0.248,1.507,37,4.625,0.207,1.013,24,4.042,0.397,1.944,24,7,1.063,16.890,8.167,2,2.333,0,2.377,0.289,5,2.228,0,3.369,3,7
108,Berufsausbildung,apprenticeship,noun,abstract,5.865,0.263,1.601,37,5.081,0.291,1.770,37,5.459,0.221,1.346,37,5.471,0.355,1.463,17,5.412,0.412,1.698,17,7,4.688,0.350,11.000,0,0.000,0,2.744,0.656,1,0.000,0,3.734,5,16
109,berühren,to touch,verb,behavior,7.750,0.170,1.176,48,4.583,0.404,2.797,48,6.146,0.265,1.833,48,3.545,0.593,1.968,11,6.182,0.784,2.601,11,3,5.604,19.730,40.167,0,0.000,0,3.218,1.131,5,2.045,0,4.209,3,8
110,berührt,touched,adjective,characterization,6.656,0.260,1.473,32,4.813,0.380,2.147,32,5.290,0.377,2.101,31,4.364,0.214,1.002,22,4.000,0.372,1.746,22,5,11.042,20.240,0.000,1,69.667,1,3.471,1.383,8,3.302,0,4.461,2,7
111,besaufen,to get hammered,verb,behavior,3.214,0.314,1.663,28,6.571,0.315,1.665,28,5.179,0.514,2.722,28,4.217,0.226,1.085,23,5.565,0.411,1.973,23,6,0.125,2.200,0.833,1,14.667,1,1.643,-0.444,3,2.664,1,2.643,3,8
112,bescheiden,modest,adjective,characterization,6.477,0.204,1.355,44,2.909,0.178,1.178,44,4.523,0.269,1.785,44,3.625,0.224,1.096,24,5.000,0.434,2.126,24,3,14.021,5.950,33.000,1,1.167,0,3.143,1.056,5,2.137,0,4.133,3,10
113,beschimpfen,to insult,verb,behavior,2.500,0.185,1.047,32,7.344,0.214,1.208,32,4.906,0.448,2.532,32,6.538,0.291,1.050,13,3.769,0.395,1.423,13,6,2.125,1.930,7.833,0,0.000,0,2.294,0.207,2,0.699,0,3.287,3,11
114,beschuldigen,to accuse,verb,behavior,2.731,0.212,1.079,26,6.577,0.305,1.554,26,6.346,0.376,1.917,26,6.000,0.402,1.558,15,3.800,0.368,1.424,15,6,1.271,6.730,17.333,0,0.000,0,2.130,0.043,1,0.602,0,3.124,4,12
115,beschützen,to protect,verb,behavior,7.091,0.223,1.284,33,3.424,0.311,1.786,33,6.636,0.238,1.365,33,5.083,0.529,1.832,12,5.833,0.683,2.368,12,3,1.688,71.620,2.167,0,0.000,0,2.362,0.274,3,2.446,1,3.354,3,10
116,Beschützer,guardian,noun,identity,6.879,0.271,1.556,33,3.364,0.316,1.817,33,6.970,0.220,1.262,33,6.722,0.434,1.841,18,3.611,0.472,2.004,18,5,0.708,4.210,0.000,1,2.167,1,2.292,0.205,1,0.477,0,3.285,3,10
117,beschweren,to complain,verb,behavior,3.552,0.236,1.270,29,6.552,0.256,1.378,29,5.107,0.386,2.043,28,5.059,0.378,1.560,17,4.000,0.374,1.541,17,6,4.813,8.500,8.833,1,11.500,1,2.548,0.460,6,2.829,0,3.539,3,10
118,besiegen,to defeat,verb,behavior,5.122,0.288,1.847,41,7.024,0.202,1.294,41,7.463,0.178,1.142,41,7.000,0.333,1.595,23,4.261,0.378,1.815,23,1,4.229,24.960,19.000,1,4.000,0,2.524,0.436,6,1.929,0,3.515,3,8
119,Besitzer,owner,noun,identity,4.920,0.251,1.256,25,4.200,0.238,1.190,25,6.120,0.313,1.563,25,6.938,0.370,1.482,16,2.688,0.362,1.448,16,1,29.500,18.820,23.833,1,128.000,1,3.358,1.271,6,2.907,0,4.348,3,8
120,bestrafen,to punish,verb,behavior,2.649,0.243,1.476,37,7.162,0.200,1.214,37,6.892,0.218,1.329,37,8.217,0.166,0.795,23,4.957,0.358,1.718,23,2,4.146,11.460,16.667,0,0.000,0,2.685,0.597,3,1.146,0,3.676,3,9
121,Besucher,visitor,noun,identity,5.694,0.232,1.390,36,5.194,0.221,1.327,36,4.824,0.181,1.058,34,4.429,0.224,1.028,21,5.143,0.287,1.315,21,7,106.896,13.740,63.833,1,107.333,1,3.367,1.280,6,3.110,0,4.357,3,8
122,beten,to pray,verb,behavior,5.364,0.257,1.475,33,3.500,0.288,1.626,32,4.939,0.278,1.600,33,5.000,0.395,1.852,22,5.091,0.483,2.266,22,7,4.188,27.360,16.333,5,20.500,0,2.929,0.842,35,3.297,0,3.920,2,5
123,betreuen,to take care,verb,behavior,5.286,0.304,1.607,28,4.036,0.274,1.453,28,5.036,0.306,1.621,28,4.706,0.318,1.312,17,6.588,0.298,1.228,17,7,9.167,0.790,19.167,2,40.833,1,2.412,0.324,9,3.362,1,3.403,3,8
124,Betriebsrat,worker's council,noun,identity,4.974,0.249,1.533,38,4.842,0.191,1.175,38,5.474,0.241,1.484,38,4.000,0.387,1.549,16,6.250,0.528,2.113,16,4,16.542,0.160,0.000,0,0.000,0,2.318,0.231,0,0.000,0,3.310,3,11
125,Betrug,fraud,noun,abstract,2.270,0.180,1.097,37,7.351,0.178,1.086,37,5.622,0.345,2.100,37,5.958,0.285,1.398,24,3.875,0.347,1.702,24,6,12.021,11.020,9.000,1,50.167,1,2.870,0.782,4,3.733,2,3.861,2,6
126,betrügen,to betray,verb,behavior,2.265,0.199,1.163,34,7.265,0.199,1.163,34,5.412,0.354,2.061,34,5.652,0.232,1.112,23,3.304,0.304,1.460,23,6,1.396,13.580,9.333,2,142.333,1,2.921,0.833,8,3.524,1,3.911,3,8
127,Bettler,beggar,noun,identity,3.889,0.202,1.050,27,5.741,0.189,0.984,27,3.444,0.347,1.805,27,5.273,0.557,1.849,11,3.636,0.592,1.963,11,8,2.500,5.080,1.333,0,0.000,0,2.830,0.742,13,2.185,0,3.821,2,7
128,betucht,monied,adjective,characterization,4.967,0.251,1.377,30,4.867,0.218,1.196,30,5.586,0.208,1.119,29,5.875,0.287,1.147,16,3.438,0.273,1.094,16,7,0.104,0.160,0.000,0,0.000,0,0.477,-1.610,1,3.327,1,1.592,2,7
129,bewaffnet,armed,adjective,characterization,2.057,0.183,1.083,35,7.788,0.198,1.139,33,7.265,0.251,1.463,34,7.063,0.382,1.526,16,3.750,0.536,2.145,16,2,5.625,13.030,0.000,1,19.500,1,2.773,0.686,4,2.072,0,3.764,3,9
130,Bewährungshelfer,probationer,noun,identity,4.516,0.236,1.313,31,5.290,0.203,1.131,31,5.065,0.293,1.632,31,5.615,0.583,2.103,13,6.000,0.588,2.121,13,7,0.729,2.870,0.000,0,0.000,0,1.204,-0.883,1,0.000,0,2.221,5,16
131,Bewerber,applicant,noun,identity,5.184,0.199,1.227,38,5.579,0.209,1.287,38,4.211,0.214,1.318,38,4.786,0.334,1.251,14,3.714,0.412,1.541,14,7,25.917,2.640,34.500,1,14.000,0,2.908,0.820,2,1.041,0,3.899,3,8
132,bewundern,to admire,verb,behavior,6.333,0.233,1.509,42,4.857,0.265,1.719,42,5.952,0.253,1.637,42,6.000,0.356,1.745,24,3.875,0.278,1.361,24,5,7.667,4.920,22.667,1,0.167,0,2.910,0.823,3,2.915,0,3.901,3,9
133,Beziehung,relationship,noun,abstract,6.903,0.264,1.469,31,4.484,0.414,2.308,31,6.226,0.285,1.586,31,3.542,0.335,1.641,24,6.833,0.449,2.200,24,3,29.875,70.240,207.500,0,0.000,0,3.953,1.866,3,1.114,0,4.943,3,9
134,Bibel,bible,noun,abstract,5.318,0.292,1.938,44,3.929,0.280,1.813,42,5.535,0.281,1.843,43,6.609,0.233,1.118,23,7.043,0.270,1.296,23,7,8.521,15.160,10.667,2,3.333,0,3.240,1.153,12,2.996,0,4.230,2,5
135,bitten,to request,verb,behavior,5.182,0.263,1.509,33,4.909,0.303,1.739,33,4.636,0.310,1.782,33,5.087,0.307,1.474,23,5.217,0.402,1.930,23,7,15.250,84.960,392.667,5,277.500,0,3.534,1.446,24,4.207,2,4.524,2,6
136,Blamage,embarrassment,noun,abstract,2.816,0.155,0.955,38,7.026,0.190,1.174,38,5.289,0.345,2.130,38,5.958,0.259,1.268,24,4.958,0.364,1.781,24,6,3.479,0.790,2.000,0,0.000,0,2.196,0.108,0,0.000,0,3.189,3,7
137,Bösewicht,villain,noun,identity,3.370,0.245,1.275,27,6.481,0.222,1.156,27,5.963,0.331,1.720,27,6.429,0.510,1.910,14,2.786,0.366,1.369,14,6,1.563,5.000,0.833,0,0.000,0,1.949,-0.138,0,0.000,0,2.944,3,9
138,Bourgeoisie,bourgeoisie,noun,identity,4.645,0.225,1.253,31,5.129,0.195,1.088,31,5.452,0.281,1.567,31,6.313,0.416,1.662,16,3.688,0.373,1.493,16,1,1.104,0.310,7.000,0,0.000,0,2.989,0.901,1,0.699,0,3.980,3,11
139,brauchen,to need,verb,behavior,4.767,0.148,0.972,43,5.581,0.203,1.332,43,5.349,0.268,1.758,43,4.304,0.270,1.295,23,5.609,0.354,1.699,23,4,85.250,394.860,299.833,0,0.000,0,3.843,1.756,15,2.487,0,4.833,2,8
140,Briefträger,postman,noun,identity,5.579,0.187,1.154,38,4.526,0.219,1.350,38,4.263,0.235,1.446,38,4.778,0.207,0.878,18,4.500,0.493,2.093,18,7,1.438,0.940,3.333,0,0.000,0,2.425,0.337,1,0.000,0,3.417,3,11
141,Bruder,brother,noun,identity,6.824,0.255,1.487,34,4.059,0.260,1.516,34,5.424,0.320,1.838,33,3.737,0.458,1.996,19,5.842,0.563,2.455,19,3,48.229,346.510,88.000,0,0.000,0,3.907,1.819,14,3.494,0,4.897,2,6
142,brüderlich,brotherly,adjective,characterization,6.483,0.279,1.503,29,3.931,0.306,1.646,29,6.069,0.248,1.334,29,4.000,0.710,2.752,15,7.067,0.473,1.831,15,3,0.271,0.280,23.167,0,0.000,0,2.188,0.100,1,0.477,0,3.180,3,10
143,brutal,brutal,adjective,characterization,2.026,0.237,1.478,39,8.026,0.175,1.078,38,6.763,0.407,2.509,38,6.923,0.525,1.891,13,3.462,0.462,1.664,13,2,9.896,11.540,16.000,0,0.000,0,2.649,0.562,2,1.041,0,3.640,2,6
144,Bundestag,(German) Bundestag,noun,identity,4.667,0.233,1.209,27,5.077,0.241,1.230,26,6.346,0.376,1.917,26,5.786,0.613,2.293,14,6.643,0.530,1.985,14,1,97.125,0.000,0.000,0,0.000,0,3.410,1.322,3,0.602,0,4.400,3,9
145,Bündnis,alliance,noun,abstract,6.361,0.208,1.246,36,4.083,0.271,1.628,36,6.444,0.263,1.576,36,3.389,0.354,1.501,18,6.889,0.457,1.937,18,3,59.854,2.050,37.333,0,0.000,0,3.280,1.192,2,1.519,0,4.270,2,7
146,Bürger,citizen,noun,identity,5.500,0.181,1.174,42,4.585,0.160,1.024,41,5.073,0.219,1.403,41,4.471,0.375,1.546,17,5.941,0.503,2.076,17,7,128.125,21.300,116.500,2,3.000,0,3.809,1.722,14,3.101,0,4.799,2,6
147,Bürgerinitiative,popular initiative,noun,identity,6.345,0.264,1.421,29,5.103,0.278,1.496,29,5.714,0.304,1.607,28,3.538,0.386,1.391,13,7.231,0.508,1.833,13,4,10.896,0.000,0.000,0,0.000,0,1.716,-0.372,0,0.000,0,2.714,7,16
148,bürgerlich,civil,adjective,characterization,4.667,0.198,1.282,42,4.310,0.222,1.440,42,4.833,0.226,1.464,42,4.769,0.378,1.363,13,4.769,0.441,1.589,13,7,1.542,0.350,49.667,0,0.000,0,2.476,0.388,2,1.079,0,3.467,3,10
149,Bürgermeister,major,noun,identity,4.919,0.166,1.010,37,5.027,0.152,0.928,37,5.676,0.280,1.701,37,5.688,0.445,1.778,16,4.625,0.482,1.928,16,7,120.500,38.660,0.000,0,0.000,0,3.538,1.450,4,1.322,0,4.528,4,13
150,Bürgerrechte,civil rights,noun,abstract,6.846,0.240,1.496,39,4.821,0.338,2.114,39,6.385,0.269,1.680,39,3.000,0.408,2.041,25,7.280,0.329,1.646,25,3,2.875,0.870,0.000,0,0.000,0,2.225,0.138,1,1.462,0,3.218,4,12
151,Bürgerrechtler,civil rights activist,noun,identity,6.083,0.312,1.530,24,5.708,0.332,1.628,24,6.167,0.305,1.494,24,3.667,0.504,1.952,15,5.667,0.566,2.193,15,4,4.521,0.280,0.000,0,0.000,0,1.708,-0.380,0,0.000,0,2.706,4,14
152,Bürgertum,bourgeoisie,noun,identity,5.111,0.198,1.190,36,4.528,0.247,1.483,36,5.694,0.206,1.238,36,5.467,0.401,1.552,15,5.200,0.527,2.042,15,7,1.917,0.040,0.000,0,0.000,0,2.932,0.845,0,0.000,0,3.923,3,9
153,Busfahrer,bus driver,noun,identity,4.979,0.112,0.766,47,4.426,0.160,1.098,47,4.739,0.130,0.880,46,5.750,0.348,1.390,16,5.500,0.508,2.033,16,7,6.042,1.690,0.000,0,0.000,0,1.591,-0.496,2,0.602,0,2.592,3,9
154,Café,café,noun,setting,7.241,0.241,1.300,29,3.655,0.341,1.838,29,5.138,0.231,1.246,29,3.818,0.444,1.471,11,6.364,0.730,2.420,11,3,17.667,13.310,0.000,0,0.000,0,3.127,1.039,6,1.898,0,4.117,2,4
155,Chaos,chaos,noun,abstract,3.974,0.260,1.602,38,7.158,0.212,1.305,38,6.579,0.286,1.765,38,4.174,0.312,1.497,23,4.609,0.416,1.994,23,6,22.646,27.560,10.333,0,0.000,0,3.111,1.023,6,2.238,0,4.101,2,5
156,Chaot,slob,noun,identity,4.750,0.294,1.763,36,6.600,0.250,1.479,35,5.229,0.243,1.437,35,4.348,0.318,1.526,23,2.957,0.330,1.581,23,7,0.125,0.390,0.000,1,10.333,1,0.301,-1.786,8,3.146,5,1.467,2,5
157,Charakter,character,noun,abstract,6.714,0.224,1.453,42,4.976,0.276,1.787,42,6.833,0.238,1.545,42,5.167,0.112,0.389,12,3.000,0.550,1.907,12,5,25.083,13.860,72.833,0,0.000,0,3.996,1.909,3,1.857,0,4.987,3,9
158,charismatisch,charismatic,adjective,characterization,6.974,0.205,1.262,38,5.211,0.316,1.947,38,6.816,0.168,1.036,38,6.000,0.500,1.414,8,2.875,0.441,1.246,8,5,0.250,0.350,0.000,0,0.000,0,1.580,-0.508,0,0.000,0,2.581,4,13
159,Chef,boss,noun,identity,4.194,0.225,1.348,36,6.278,0.194,1.162,36,6.886,0.262,1.549,35,7.867,0.256,0.990,15,4.067,0.573,2.219,15,1,127.458,67.210,55.500,0,0.000,0,3.859,1.772,14,2.480,0,4.849,1,4
160,Chirurg,surgeon,noun,identity,5.375,0.290,1.641,32,5.500,0.354,2.000,32,6.156,0.311,1.762,32,6.154,0.296,1.068,13,3.231,0.231,0.832,13,5,2.563,6.500,5.000,0,0.000,0,2.393,0.305,1,1.505,0,3.385,2,7
161,Chor,choir,noun,abstract,5.926,0.306,1.591,27,4.148,0.305,1.586,27,5.407,0.303,1.575,27,4.385,0.583,2.103,13,7.077,0.645,2.326,13,4,12.208,4.060,19.833,0,0.000,0,3.382,1.295,21,2.657,0,4.373,1,4
162,Christ,christian,noun,identity,4.829,0.244,1.564,41,4.450,0.218,1.377,40,4.950,0.223,1.413,40,4.923,0.366,1.320,13,6.077,0.400,1.441,13,7,4.396,3.860,26.833,0,0.000,0,2.983,0.895,3,1.041,0,3.973,1,6
163,Clan,clan,noun,identity,4.703,0.284,1.730,37,5.432,0.267,1.625,37,6.459,0.241,1.464,37,6.778,0.722,2.167,9,7.778,0.364,1.093,9,1,1.917,9.250,0.833,4,210.167,3,1.991,-0.096,28,3.894,5,2.986,1,4
164,Clique,clique,noun,identity,5.065,0.331,1.843,31,5.800,0.337,1.846,30,6.161,0.218,1.214,31,5.364,0.778,2.580,11,6.182,0.903,2.994,11,4,2.625,1.140,0.000,0,0.000,0,2.459,0.372,4,1.724,0,3.451,2,6
165,Cop,cop,noun,identity,4.525,0.235,1.485,40,5.975,0.257,1.625,40,5.450,0.304,1.921,40,7.063,0.403,1.611,16,4.813,0.542,2.167,16,1,0.792,23.430,0.000,1,0.333,1,1.255,-0.832,49,3.358,11,2.269,1,3
166,Dank,thanks,noun,abstract,7.722,0.224,1.344,36,3.722,0.313,1.876,36,6.389,0.285,1.712,36,4.125,0.243,1.191,24,5.792,0.351,1.719,24,3,33.250,295.250,0.000,5,2028.500,5,3.712,1.625,36,4.665,2,4.703,1,4
167,danken,to thank,verb,behavior,7.479,0.200,1.384,48,3.396,0.241,1.673,48,6.042,0.229,1.584,48,4.000,0.271,1.354,25,5.920,0.424,2.120,25,3,5.833,49.100,86.500,6,364.333,1,3.201,1.113,27,4.241,2,4.191,2,6
168,dazu gehören*,to belong to,verb,behavior,6.811,0.259,1.578,37,4.027,0.296,1.803,37,5.865,0.258,1.566,37,4.545,0.652,2.162,11,7.182,0.630,2.089,11,3,122.125,57.960,283.333,0,0.000,0,4.559,2.472,3,3.842,0,5.550,3,7
169,defensiv,defensive,adjective,characterization,4.229,0.209,1.239,35,4.886,0.283,1.676,35,4.000,0.315,1.863,35,5.000,0.288,1.382,23,4.696,0.374,1.795,23,8,2.792,0.980,3.333,0,0.000,0,2.068,-0.019,2,0.845,0,3.062,3,8
170,dekadent,decadent,adjective,characterization,4.216,0.298,1.813,37,5.703,0.232,1.412,37,4.838,0.259,1.573,37,6.000,0.255,1.251,24,3.458,0.340,1.668,24,8,0.521,0.350,0.833,0,0.000,0,1.643,-0.444,1,1.204,0,2.643,3,8
171,Demokratie,democracy,noun,abstract,7.063,0.258,1.458,32,3.419,0.300,1.669,31,6.600,0.334,1.831,30,2.750,0.453,1.282,8,7.250,0.675,1.909,8,3,59.271,8.070,97.167,0,0.000,0,3.719,1.631,9,1.929,0,4.709,4,10
172,Demonstrant,demonstrator,noun,identity,4.667,0.268,1.470,30,6.733,0.219,1.202,30,6.000,0.271,1.486,30,3.650,0.350,1.565,20,6.300,0.524,2.342,20,4,1.167,0.080,13.500,0,0.000,0,1.204,-0.883,2,0.301,0,2.221,3,11
173,Demut,humility,noun,abstract,4.000,0.389,1.826,22,5.091,0.366,1.716,22,4.273,0.401,1.882,22,5.478,0.426,2.042,23,5.130,0.340,1.632,23,8,2.125,1.930,3.333,0,0.000,0,2.796,0.708,6,1.602,0,3.787,2,5
174,demütig,humble,adjective,characterization,3.500,0.257,1.540,36,4.889,0.287,1.720,36,3.694,0.298,1.786,36,6.417,0.417,2.041,24,4.833,0.449,2.200,24,8,0.708,1.570,1.833,0,0.000,0,2.566,0.478,1,1.230,0,3.557,3,7
175,demütigen,to humiliate,verb,behavior,2.231,0.228,1.423,39,7.077,0.222,1.384,39,5.846,0.383,2.390,39,7.783,0.217,1.043,23,4.304,0.414,1.987,23,2,1.313,4.020,3.500,0,0.000,0,2.334,0.247,4,2.025,0,3.327,4,9
176,der Erbe*,heir,noun,identity,5.306,0.235,1.411,36,5.111,0.173,1.036,36,5.167,0.227,1.363,36,6.083,0.452,1.564,12,4.917,0.543,1.881,12,7,16.583,8.860,26.500,4,193.500,1,3.254,1.167,26,4.192,1,4.245,2,4
177,Designer,designer,noun,identity,5.833,0.207,1.434,48,5.354,0.159,1.101,48,5.000,0.188,1.305,48,5.571,0.402,1.505,14,3.143,0.479,1.791,14,7,8.771,4.370,0.000,0,0.000,0,1.978,-0.110,2,0.602,0,2.972,3,8
178,Despot,despot,noun,identity,2.486,0.244,1.484,37,6.865,0.242,1.475,37,6.405,0.294,1.787,37,7.870,0.404,1.938,23,3.435,0.478,2.293,23,2,0.688,0.000,0.000,0,0.000,0,1.531,-0.556,1,0.000,0,2.534,2,6
179,despotisch,despotic,adjective,characterization,2.917,0.218,1.514,48,6.771,0.235,1.627,48,6.688,0.278,1.926,48,7.917,0.596,2.065,12,3.250,0.740,2.563,12,2,0.042,0.000,0.000,0,0.000,0,1.447,-0.640,0,0.000,0,2.453,3,10
180,deutsch,German,adjective,characterization,5.800,0.277,1.518,30,4.345,0.223,1.203,29,6.000,0.235,1.287,30,5.944,0.357,1.514,18,5.111,0.577,2.447,18,5,14.313,0.000,1157.667,0,0.000,0,3.568,1.481,7,3.267,0,4.558,1,7
181,devot,obedient,adjective,characterization,4.027,0.228,1.384,37,5.081,0.278,1.689,37,3.892,0.317,1.926,37,6.174,0.443,2.125,23,4.565,0.416,1.996,23,8,0.208,0.160,0.000,2,7.167,2,1.580,-0.508,4,0.699,0,2.581,2,5
182,die Gang*,gang,noun,identity,3.190,0.187,1.215,42,6.833,0.193,1.248,42,6.190,0.237,1.534,42,6.647,0.445,1.835,17,6.118,0.535,2.205,17,2,41.271,41.540,0.000,9,1926.333,9,3.798,1.710,49,4.475,1,4.788,1,4
183,Dieb,thief,noun,identity,3.034,0.225,1.210,29,6.690,0.254,1.365,29,5.414,0.225,1.211,29,5.227,0.271,1.270,22,3.682,0.311,1.460,22,6,3.667,29.880,15.833,3,140.667,1,2.773,0.686,32,4.293,3,3.764,1,4
184,dienen,to serve,verb,behavior,3.833,0.253,1.637,42,5.317,0.258,1.650,41,4.881,0.329,2.132,42,7.478,0.307,1.473,23,5.348,0.509,2.442,23,1,37.167,25.000,134.333,1,10.000,0,3.930,1.843,19,4.783,1,4.920,2,6
185,Diener,servant,noun,identity,4.360,0.331,1.655,25,4.320,0.256,1.282,25,3.440,0.337,1.685,25,7.304,0.311,1.490,23,4.217,0.281,1.347,23,8,3.646,15.950,10.000,4,6076.667,3,3.459,1.372,23,4.368,2,4.450,2,6
186,Diktator,dictator,noun,identity,1.881,0.244,1.580,42,7.833,0.189,1.228,42,8.071,0.230,1.488,42,7.833,0.544,2.307,18,3.500,0.668,2.834,18,2,10.167,2.990,3.667,1,17.833,1,2.631,0.544,2,3.252,1,3.623,3,8
187,Direktor,director,noun,identity,4.438,0.190,1.076,32,5.750,0.180,1.016,32,6.710,0.237,1.321,31,7.211,0.330,1.437,19,4.895,0.458,1.997,19,1,37.354,35.280,69.000,0,0.000,0,3.830,1.742,5,2.456,0,4.820,3,8
188,diskriminieren,to discriminate,verb,behavior,2.258,0.245,1.365,31,7.323,0.149,0.832,31,6.290,0.389,2.163,31,7.857,0.417,1.562,14,5.571,0.552,2.065,14,2,0.813,0.510,2.500,0,0.000,0,1.724,-0.363,1,0.477,0,2.723,5,14
189,Diskussion,discussion,noun,abstract,5.939,0.234,1.345,33,6.333,0.256,1.472,33,6.219,0.228,1.289,32,3.267,0.248,0.961,15,5.867,0.608,2.356,15,4,90.667,11.650,168.667,0,0.000,0,3.635,1.548,3,2.114,0,4.625,4,10
190,Disziplin,discipline,noun,abstract,5.351,0.332,2.017,37,4.730,0.302,1.836,37,6.919,0.206,1.256,37,7.130,0.290,1.392,23,4.957,0.424,2.033,23,1,17.250,8.190,24.667,0,0.000,0,3.304,1.216,4,1.342,0,4.294,3,9
191,DJ,DJ (disc joeckey),noun,identity,5.097,0.247,1.375,31,6.452,0.226,1.261,31,5.097,0.287,1.599,31,5.667,0.333,0.816,6,4.667,1.054,2.582,6,7,6.854,7.440,0.000,2,2422.667,2,2.017,-0.070,79,5.090,21,3.011,2,2
192,dominant,dominant,adjective,characterization,3.278,0.248,1.485,36,6.571,0.229,1.357,35,7.800,0.182,1.079,35,8.087,0.188,0.900,23,3.304,0.364,1.743,23,2,0.958,0.280,0.333,1,0.667,1,1.851,-0.236,3,0.699,0,2.847,3,8
193,Dominanz,dominance,noun,abstract,3.886,0.274,1.623,35,6.629,0.236,1.395,35,7.629,0.169,1.003,35,8.130,0.170,0.815,23,4.087,0.426,2.043,23,2,5.750,0.280,0.667,1,0.333,0,2.248,0.160,1,0.477,0,3.241,3,8
194,dreist,bold,adjective,characterization,3.474,0.247,1.520,38,6.842,0.144,0.886,38,5.947,0.220,1.355,38,5.609,0.300,1.438,23,3.478,0.407,1.951,23,6,1.500,2.170,1.833,0,0.000,0,2.294,0.207,11,2.731,2,3.287,1,6
195,Droge,drug,noun,abstract,3.528,0.299,1.797,36,6.143,0.281,1.665,35,6.400,0.334,1.973,35,4.174,0.215,1.029,23,4.391,0.343,1.644,23,6,4.563,7.010,2.333,0,0.000,0,1.964,-0.124,11,1.491,0,2.959,2,5
196,Drogenmilieu,drugs scene,noun,abstract,2.543,0.270,1.597,35,7.200,0.280,1.659,35,5.800,0.416,2.459,35,5.692,0.570,2.057,13,4.538,0.501,1.808,13,6,0.167,0.000,0.000,0,0.000,0,0.000,0.000,0,0.000,0,0.990,4,12
197,drohen,to threaten,verb,behavior,2.182,0.139,0.922,44,7.250,0.211,1.400,44,6.341,0.305,2.022,44,7.652,0.312,1.496,23,4.391,0.343,1.644,23,2,28.521,6.540,69.333,1,77.667,1,2.860,0.772,10,3.388,1,3.850,2,6
198,Druck,pressure,noun,abstract,3.361,0.296,1.775,36,7.167,0.272,1.630,36,7.250,0.197,1.180,36,7.636,0.214,1.002,22,5.045,0.458,2.149,22,2,135.104,41.770,100.667,2,7.833,0,3.875,1.788,16,3.195,0,4.865,1,5
199,durchsetzen,to enforce,verb,behavior,5.475,0.235,1.485,40,5.950,0.215,1.358,40,6.975,0.222,1.405,40,7.091,0.456,1.514,11,3.182,0.377,1.250,11,1,37.250,2.050,52.333,1,0.000,0,3.133,1.045,2,1.491,0,4.123,3,11
200,edel,noble,adjective,characterization,6.552,0.251,1.352,29,4.241,0.332,1.786,29,6.000,0.272,1.464,29,4.783,0.274,1.313,23,4.174,0.312,1.497,23,5,1.833,2.240,17.833,5,33.667,0,2.561,0.474,14,3.352,1,3.552,2,4
