item,word_english,definition_phrase,aoa_M,RT_M,RT_SD,item_Z,,,,,,,
125,cabinet,government board,6.137931034,3778.552069,2771.430857,0.979944358,,,,,,,
126,cable,television,4.178571429,4053.615172,4204.031419,-0.307323833,,,,,,,
126,cable,wire,4.482758621,3151.51931,2569.415365,-0.090949134,,,,,,,
127,cage,an enclosure,3.586206897,2702.81069,1708.389999,-0.734466615,,,,,,,
127,cage,to restrict in an enclosure,3.464285714,4856.296071,7744.879668,-0.786888803,,,,,,,
128,cake,dessert,2.586206897,3065.202759,3335.911977,-1.443076675,,,,,,,
128,cake,build up...he will cake on the grease,5.928571429,5068.400357,2776.009599,0.786182521,,,,,,,
128,cake,easy,5.178571429,3097.716786,1379.452683,0.223252621,,,,,,,
129,calf,baby cow,3.275862069,2498.069655,1171.92756,-0.93095365,,,,,,,
129,calf,part of leg,4.172413793,3368.295517,2509.488696,-0.343101859,,,,,,,
130,call,to name or address,4.24137931,4448.221379,3311.893378,-0.373269647,,,,,,,
130,call,to summon,3.642857143,3205.553214,2314.539084,-0.7449806,,,,,,,
130,call,communication by telephone,4.310344828,3157.208276,1989.491861,-0.253093386,,,,,,,
130,call,to order into effect...call a strike,3.678571429,3351.822759,2128.338572,-0.746512198,,,,,,,
130,call,to scream out,5.482758621,5000.631379,3380.972199,0.560211772,,,,,,,
131,caller,a telephoner,4.178571429,3259.366429,1697.958349,-0.429058693,,,,,,,
132,can,able to,2.777777778,2695.38037,1685.838691,-1.24400897,,,,,,,
132,can,container,3,2266.876897,1053.20459,-1.140009353,,,,,,,
132,can,have permission,2.965517241,3719.078276,2982.314017,-1.240498992,,,,,,,
132,can,jail,6.103448276,3219.922759,3653.382108,1.035665244,,,,,,,
132,can,toilet,5.034482759,2803.84,1383.268951,0.177726006,,,,,,,
133,cane,support for walking,4.034482759,2916.789655,1242.305315,-0.535618753,,,,,,,
133,cane,sugarcane,5.379310345,2617.272759,1169.384334,0.391109109,,,,,,,
134,cap,hat,3.068965517,2712.55931,1235.528646,-1.118045951,,,,,,,
134,cap,top or lid,3.620689655,3333.451034,2826.992636,-0.77373508,,,,,,,
143,cape,a sleeveless garmet,3.148148148,2455.593929,1249.481878,-0.993814414,,,,,,,
143,cape,land piece jutting into water,3.571428571,2981.775714,1634.544498,-0.825444278,,,,,,,
135,card,playing card,2.535714286,2137.462143,1149.56997,-1.442014238,,,,,,,
135,card,greeting card or note,4,3777.625714,2143.823913,-0.447832802,,,,,,,
136,carrot,vegetable,5.37037037,3394.528889,1227.632362,0.373372982,,,,,,,
137,cart,a buggy or wagon,5.25,2756.745357,1258.311067,0.420714118,,,,,,,
137,cart,the act of carrying,4.111111111,3348.365714,1796.939873,-0.465057214,,,,,,,
138,case,court case,6.103448276,3181.972069,1758.518475,1.10952774,,,,,,,
138,case,suitcase,5.24137931,3821.571379,2495.871125,0.444771012,,,,,,,
138,case,24 beers,5.275862069,5307.291034,3742.862742,0.425123822,,,,,,,
138,case,a set of circumstances,4.620689655,2676.953103,1107.452961,0.005185144,,,,,,,
138,case,instance of an illness,4.814814815,4816.874444,2900.046016,-0.035041977,,,,,,,
139,cast,set of actors,4.555555556,3777.096296,1338.987586,-0.163150163,,,,,,,
139,cast,used to set a bone,4.965517241,3369.171724,1536.336884,0.197651066,,,,,,,
139,cast,to set forth a spell,5.517241379,3365.054483,1826.547588,0.555533953,,,,,,,
139,cast,to throw out...cast a net,3.206896552,3555.632759,2192.2694,-1.119020149,,,,,,,
139,cast,to submit...cast a vote,4.793103448,4216.334138,2181.570863,0.122774514,,,,,,,
140,catch,to receive a thrown object,3.517241379,5320.43,6774.962225,-0.777394856,,,,,,,
140,catch,to attract attention,3.586206897,4762.622069,3065.515601,-0.742890442,,,,,,,
140,catch,capture or trap,3.185185185,2977.100741,1417.346208,-1.003744321,,,,,,,
140,catch,to recieve...catch a cold,5.137931034,2659.398276,1116.398957,0.349139602,,,,,,,
141,cave,opening in a hill or mountain,4.642857143,3653.420357,3221.066461,-0.047395214,,,,,,,
141,cave,to give in,4.035714286,2634.103214,1772.217693,-0.508184233,,,,,,,
142,cavity,a hole,4.137931034,4227.874138,3230.879612,-0.430457143,,,,,,,
142,cavity,tooth,5.586206897,5002.410345,2714.946666,0.587401283,,,,,,,
144,cell,unit of living thing,5.642857143,3638.553214,2095.299207,0.705802951,,,,,,,
144,cell,phone,5.310344828,3114.691034,1297.750755,0.455907781,,,,,,,
144,cell,small quarters...prison cell,4.892857143,3426.511429,2018.221912,0.156627482,,,,,,,
144,cell,small unit ...weather cell,5.607142857,4534.583571,2682.459001,0.608209975,,,,,,,
145,cellar,basement,3.965517241,3913.648621,7509.61765,-0.496591874,,,,,,,
146,cent,a penny,2.892857143,3815.592857,4524.546831,-1.223737692,,,,,,,
147,center,middle,3.333333333,2746.943704,1516.759733,-0.989338254,,,,,,,
147,center,building...shopping center,4.357142857,3657.298571,1552.837447,-0.212060045,,,,,,,
148,cents,pennies,2.923076923,3119.411111,2234.385217,-1.147199187,,,,,,,
149,cereal,breakfast food,2.535714286,3599.415,4255.384074,-1.529427563,,,,,,,
150,chair,seat,2.965517241,3706.848621,4297.657687,-1.166464605,,,,,,,
150,chair,organization head,5.642857143,2941.528571,1129.659853,0.703722277,,,,,,,
151,champion,winner,3.777777778,2876.397778,2276.890923,-0.552456937,,,,,,,
151,champion,to promote a cause,5.482758621,3337.91069,1567.99557,0.664681358,,,,,,,
152,change,to be different,3.785714286,4180.810714,3022.920444,-0.579964092,,,,,,,
152,change,money leftover,3.724137931,3792.056552,2195.738261,-0.584837947,,,,,,,
153,channel,station,3.586206897,3638.136552,2318.18426,-0.79564887,,,,,,,
153,channel,water passage,5,2668.352857,1177.089297,0.17564685,,,,,,,
153,channel,to convey information to another,5.75,4055.949286,2453.335654,0.729752276,,,,,,,
154,chapter,book section,3.896551724,3469.772759,2834.694175,-0.503494731,,,,,,,
154,chapter,unit of larger organization,5.413793103,3478.605172,1653.001945,0.476001174,,,,,,,
155,character,personality in an act or book,3.75862069,5235.160345,4111.854696,-0.556107556,,,,,,,
155,character,a person's set of attributes,5.25,5291.576552,9366.619165,0.44956464,,,,,,,
155,character,a letter of the alphabet,4.642857143,3705.562143,1767.749165,-0.083437637,,,,,,,
156,charge,to bill,5.25,3385.005357,2081.432158,0.366509835,,,,,,,
156,charge,to move forward,4.714285714,4199.149643,3634.970157,-0.052279616,,,,,,,
156,charge,to bring forth an accusation,5.137931034,4865.129655,4390.92735,0.391482602,,,,,,,
156,charge,responsibility...I am in charge,4.259259259,4168.775556,2637.082328,-0.293462841,,,,,,,
157,charm,trinket on a bracelet,4.642857143,3735.782857,2246.809624,-0.074168235,,,,,,,
157,charm,wit,5.285714286,2769.574286,1396.54169,0.495635453,,,,,,,
158,chemistry,"chemical properties, reactions, phenomena",6,4223.838889,3514.772459,0.957019775,,,,,,,
158,chemistry,interpersonal feelings,6.068965517,2948.596552,1346.843393,0.917316649,,,,,,,
159,chews,to crush with teeth,2.965517241,4081.954483,3844.214136,-1.240110202,,,,,,,
160,chili,type of soup,3.413793103,2554.65069,1403.230727,-0.850704548,,,,,,,
161,chill,to cool,3.965517241,3396.68931,1976.851682,-0.423669602,,,,,,,
161,chill,relax,4.896551724,3409.964828,2686.063103,0.110419375,,,,,,,
160,chilly,cold,3.275862069,2817.399655,1465.873919,-0.92180132,,,,,,,
160,chilly,distant and not nice personality,6.107142857,4228.685714,2261.832351,0.978632114,,,,,,,
162,China,Asian country,4.142857143,3030.991429,1663.653854,-0.363649482,,,,,,,
162,china,type of dishware,4.448275862,3981.757241,3785.311969,-0.054964434,,,,,,,
163,chip,snack - potato or corn,3,3248.776207,1921.125703,-1.199947125,,,,,,,
163,chip,a small piece of material removed,4.714285714,3482.320714,1559.930007,0.081128705,,,,,,,
163,chip,cow dung,5.607142857,3256.859286,1673.174171,0.662211745,,,,,,,
163,chip,stand for money in poker,5.620689655,3350.773448,1548.988669,0.594593535,,,,,,,
164,choke,gag,4.222222222,2799.852963,1562.004456,-0.329121685,,,,,,,
164,choke,to perform poorly at a key moment,5.678571429,3858.034286,2292.572748,0.691518325,,,,,,,
159,choose,to select,4.107142857,3791.743929,3850.701748,-0.495205086,,,,,,,
165,chop,to cut,4.344827586,2985.538966,1546.810374,-0.185062864,,,,,,,
165,chop,piece of meat,3.346153846,3086.6325,1594.975605,-1.070526656,,,,,,,
166,chord,multiple notes,4.862068966,3210.857586,1979.719372,0.228421563,,,,,,,
167,class,course,4,3180.563103,2126.6643,-0.444638902,,,,,,,
167,class,a level - first class,4.586206897,4714.112414,3097.116473,-0.098290454,,,,,,,
167,class,properness - she has a lot of class,5.107142857,4530.185357,4141.227082,0.389403636,,,,,,,
168,clog,a back-up in a drain,4.25,4422.603929,5978.496416,-0.280313246,,,,,,,
168,clog,a type of shoe,4.75862069,3712.235517,4311.931757,0.163180119,,,,,,,
169,close,open,3.481481481,7058.612593,5301.9876,-0.795460171,,,,,,,
169,clothes,clothing,2.793103448,3784.595862,3571.884573,-1.341769832,,,,,,,
170,club,bar - nightclub,6.111111111,3212.007778,1852.926828,0.98769868,,,,,,,
170,club,organization,4.321428571,4685.752143,8832.281503,-0.375621172,,,,,,,
170,club,golf,4,2940.368929,1671.990727,-0.40617795,,,,,,,
171,coach,team leader,3.535714286,3050.28,1581.427265,-0.768232566,,,,,,,
171,coach,a carriage,4.62962963,4261.434074,2734.889895,0.02319802,,,,,,,
172,coast,edge of water,3.964285714,3605.277241,2646.417345,-0.462050984,,,,,,,
172,coast,glide,5.413793103,3351.674483,1930.457126,0.42367696,,,,,,,
173,coat,jacket,3.142857143,2458.37,1262.861473,-1.09598349,,,,,,,
173,coat,a thin layer...coat of paint,4.413793103,5032.906207,5092.701435,-0.05018772,,,,,,,
174,code,morse - secret communication,4.642857143,3913.8425,1924.603984,0.010317382,,,,,,,
174,code,rules,4.551724138,3416.742069,2325.255379,-0.103006546,,,,,,,
175,coin,money,3.142857143,2622.528214,2126.827015,-1.04305383,,,,,,,
175,coin,to makea term familiar,5.928571429,4512.066786,2013.113014,0.925336777,,,,,,,
176,coke,coca-cola,2.928571429,2910.905714,1481.008331,-1.183651271,,,,,,,
176,coke,cocain,6.517241379,2508.924828,1363.537481,1.259712244,,,,,,,
177,cold,low temperature,2.413793103,3388.02069,2274.707367,-1.57300703,,,,,,,
177,cold,not nice,5.068965517,3208.879655,1402.497197,0.184040381,,,,,,,
177,cold,common virus,3.461538462,3246.115185,1626.896142,-0.964787394,,,,,,,
131,collar,shirt lapels,4.310344828,3328.43,1320.345988,-0.226731563,,,,,,,
178,colonel,military officer,5.071428571,2829.883929,1540.705466,0.25259028,,,,,,,
179,color,a hue,4.379310345,4349.976207,4233.276161,-0.310499218,,,,,,,
179,color,to fill in with color,2.310344828,3159.596897,1876.170812,-1.550980295,,,,,,,
180,combine,to mix,4.071428571,3075.591786,1981.09049,-0.439360756,,,,,,,
180,combine,farm machine,5.321428571,3935.591034,2949.660265,0.296717568,,,,,,,
181,complex,complicated,5.178571429,3228.895357,3515.378819,0.379247381,,,,,,,
181,complex,multiple buildings - apartment complex,5.62962963,4038.85963,3911.328924,0.661837976,,,,,,,
182,compound,chemical mixture,6.192307692,3273.323846,3777.565664,1.139300114,,,,,,,
182,compound,to make worse,6.074074074,3796.702593,2771.860751,1.090481175,,,,,,,
182,compound,military area - military compound,5.655172414,4004.864138,3272.620971,0.755050673,,,,,,,
186,concrete,tangible thing,5.068965517,6797.698276,12997.47449,0.225108078,,,,,,,
186,concrete,construction material,5.214285714,3781.003448,3261.931813,0.354882407,,,,,,,
183,condition,current state,5.586206897,3122.53,1703.58451,0.60719997,,,,,,,
183,condition,criteria to meet,4.962962963,3362.971786,2316.938931,0.100105562,,,,,,,
183,condition,health training,5.896551724,3632.361724,2200.014129,0.854190562,,,,,,,
184,constitution,declaration of independence,5.25,3583.239643,2336.427301,0.397797088,,,,,,,
184,constitution,what one is made of,4.740740741,3782.02,2487.137328,-0.02067935,,,,,,,
185,contact,lens,4.464285714,3584.6175,2430.398827,-0.183634301,,,,,,,
185,contact,to get in touch,5.310344828,4532.454483,2620.011502,0.458932334,,,,,,,
185,contact,physical touch,5.592592593,3552.234815,2583.542445,0.532069371,,,,,,,
185,contact,a person known,4.275862069,3493.457241,2338.978305,-0.283936091,,,,,,,
187,content,happy,5.035714286,3238.731786,1326.289137,0.092459203,,,,,,,
187,content,material composing something,4.857142857,4927.284286,3659.179857,0.258338221,,,,,,,
188,contest,competition,3.827586207,3757.438276,4345.105579,-0.511255787,,,,,,,
188,contest,to disagree,5.642857143,2970.521786,1667.713101,0.58572523,,,,,,,
189,convict,inmate,5.481481481,3102.032222,1654.453334,0.496225265,,,,,,,
189,convict,to sentence,5.5,3034.908571,1269.529432,0.602297955,,,,,,,
190,cool,low temperature,3.407407407,3586.986429,1929.935032,-1.046426809,,,,,,,
190,cool,calm,4.321428571,3889.098214,3915.673761,-0.192329161,,,,,,,
190,cool,popular,4.103448276,3083.596897,2057.934404,-0.433990198,,,,,,,
191,cop,police,3.107142857,2984.8125,2698.706291,-1.048019141,,,,,,,
191,cop,to take on - cop an attitude,6.068965517,3751.584828,2446.117182,0.89067436,,,,,,,
166,cord,wire,4.214285714,4646.35,7373.367182,-0.303905625,,,,,,,
192,corner,edge,3.689655172,3475.403448,3483.546067,-0.748591749,,,,,,,
192,corner,street,3.413793103,2969.777931,2206.365952,-0.846434547,,,,,,,
192,corner,to trap,4.857142857,3477.8275,1374.603357,0.0771784,,,,,,,
193,corporal,military rank,5.714285714,2434.782857,1227.60791,0.712778903,,,,,,,
193,corporal,physical punishment,6.428571429,4311.546071,3199.061052,1.259317288,,,,,,,
194,couch,sofa,3.275862069,3498.614483,5290.65429,-0.888008652,,,,,,,
194,couch,to provide context - couch the issue,6.37037037,4529.202857,3292.638784,0.98702829,,,,,,,
195,count,numbers,2.607142857,3760.625357,3108.037984,-1.472575129,,,,,,,
195,count,royal,5.310344828,3001.362759,1532.62543,0.39878576,,,,,,,
196,couple,two,3.586206897,2662.697241,1071.606841,-0.673598106,,,,,,,
196,couple,two people in a relationship,4.846153846,3156.725,1727.174724,0.021174385,,,,,,,
197,course,class,5,3031.305172,1815.695635,0.356887443,,,,,,,
197,course,path,4.961538462,4160.458889,4264.490279,0.114748267,,,,,,,
197,course,golf,4.555555556,2955.947407,1384.629685,-0.168474907,,,,,,,
198,court,sports,4.655172414,3696.936207,2340.105262,0.023484025,,,,,,,
198,court,legal,4.964285714,2993.867143,2331.326673,0.332468425,,,,,,,
198,court,to date,5.448275862,3193.567241,2179.35237,0.561533633,,,,,,,
199,crack,crevice or gap,3.896551724,4098.236897,2574.954266,-0.545622739,,,,,,,
199,crack,type of cocaine,6.620689655,2489.036552,1344.099523,1.367840319,,,,,,,
199,crack,to break,3.75,3282.223929,2363.545276,-0.717529411,,,,,,,
200,crash,impact,4,3112.122857,3128.671278,-0.435481162,,,,,,,
200,crash,to go to a party uninvited,5.896551724,4436.397931,4224.606818,0.903898591,,,,,,,
203,creak,to make a sound,4.035714286,3129.309286,2595.928185,-0.450005009,,,,,,,
201,cream,dairy,4.142857143,2666.776071,1351.634401,-0.371502491,,,,,,,
201,cream,ointment,5.321428571,3332.073571,1784.629237,0.51646962,,,,,,,
201,cream,to beat badly,6,3250.389655,2370.300005,0.991382285,,,,,,,
202,credit,loan,6.482758621,3759.044138,2005.500728,1.369708279,,,,,,,
202,credit,course hours,3.964285714,3487.976071,2265.118987,-0.529002488,,,,,,,
203,creek,a stream,3.892857143,3109.838214,2482.545992,-0.622992911,,,,,,,
204,croak,frog sound,3.482758621,3085.275172,2237.249301,-0.904065173,,,,,,,
204,croak,to die,5.285714286,2262.631786,1210.050561,0.35232868,,,,,,,
205,crooked,not straight,4.037037037,3097.849259,1129.302761,-0.463382307,,,,,,,
205,crooked,unethical,5.892857143,3160.630357,2642.821653,0.829050521,,,,,,,
206,crush,mash,4.111111111,2758.489259,1062.466777,-0.399637179,,,,,,,
206,crush,romantic interest,4.928571429,2888.681429,1584.250964,0.108672227,,,,,,,
207,cuff,sleeve,4.777777778,2808.45,2036.383615,0.128053142,,,,,,,
207,cuff,to put in handcuffs,4.714285714,3038.263571,1515.705113,0.087423989,,,,,,,
208,curb,street,3.724137931,3052.781034,1899.88398,-0.603593688,,,,,,,
208,curb,to lessen,5.481481481,3301.345714,1374.457285,0.712704715,,,,,,,
209,current,electric,5.607142857,3756.857857,2543.886719,0.63448298,,,,,,,
209,current,water flow,4.551724138,3203.545517,1738.887237,-0.128362521,,,,,,,
209,current,up to date,4.785714286,2880.584643,1463.610017,0.028831119,,,,,,,
210,curse,to use profanity,4.785714286,3101.188571,1405.715905,0.108087095,,,,,,,
210,curse,an evil spell,4.206896552,3485.954483,2542.328716,-0.345292647,,,,,,,
211,cut,to trim,3.517241379,3115.335862,2100.359666,-0.765868521,,,,,,,
211,cut,a part of the profit,5.925925926,4333.218148,4170.545908,0.885470666,,,,,,,
212,dam,blocks water flow,4.655172414,3041.394483,1828.474195,-0.158310107,,,,,,,
212,damn,to condemn,5.586206897,2913.846207,1507.788609,0.6459038,,,,,,,
213,dark,having very little or no light,2.464285714,3531.468571,1754.553689,-1.573888894,,,,,,,
213,dark,evil; wicked,4.103448276,2838.743793,1355.367583,-0.339495592,,,,,,,
213,dark,approaching black in hue,3.310344828,3990.62,1442.355385,-0.984702635,,,,,,,
213,dark,secret; unknown,4.962962963,4710.36,3979.450361,0.081434999,,,,,,,
213,dark,night,2.821428571,3474.876071,2586.280906,-1.325356031,,,,,,,
214,dart,move quickly,4.964285714,4107.512143,7280.618691,0.205520143,,,,,,,
214,dart,small spearlike object,4.068965517,3893.545517,2916.320795,-0.308363948,,,,,,,
215,dash,a hyphen,4.965517241,3034.291724,1394.894876,0.209484648,,,,,,,
215,dash,to move quickly,4.551724138,3292.876207,3117.372342,0.006276966,,,,,,,
215,dash,a small amount,4.724137931,2702.874828,1600.717072,0.071286724,,,,,,,
216,date,fruit,5.172413793,3715.023448,2455.496202,0.440733014,,,,,,,
216,date,"month, day, and year",3.357142857,4791.754643,9486.034857,-0.895335798,,,,,,,
216,date,a social event,4.857142857,3087.146071,1962.272078,0.149320099,,,,,,,
216,date,the person a social engagement is with,5.107142857,5396.895714,3231.536189,0.237832865,,,,,,,
217,dawn,early morning,4.035714286,2813.875,1620.50621,-0.485063772,,,,,,,
217,dawn,to begin to understand,5.482758621,3577.915517,1887.731342,0.610906033,,,,,,,
218,days,more than one day,2.931034483,3057.411724,1391.691571,-1.245712357,,,,,,,
218,daze,confusion,5.275862069,2890.103448,1561.422895,0.384118645,,,,,,,
219,deal,a bargain,4.310344828,3870.56931,3214.790328,-0.245547469,,,,,,,
219,deal,to pass out playing cards,4.571428571,3824.377143,2324.80193,-0.155838114,,,,,,,
220,dear,name for loved one,4.137931034,3956.406207,1847.982387,-0.402684964,,,,,,,
220,dear,precious...important,4.551724138,3641.752414,1805.906572,-0.036791157,,,,,,,
221,deck,of cards,3.448275862,2793.854828,2547.066931,-0.813518914,,,,,,,
221,deck,a wooden porch,4.068965517,3711.942414,2493.674176,-0.396403595,,,,,,,
221,deck,to hit someone,5.357142857,3168.660357,1490.101259,0.552529416,,,,,,,
222,deep,extending down from surface,3.620689655,5608.783103,3970.073587,-0.704495942,,,,,,,
