word_english,sample_size,set_size,set_size_singles,frequency_KF,concrete_M,homograph,pos,Mean_Connectivity,Connectivity_Strength,Resonance_Probability,Resonance_Strength,Accessibility_Index,Non-Responses,Ending_Stem_Set_Size__,Ending_Stem_Strength,Beginning_Stem_Set_Size,Beginning_Stem_Strength,Ending_Fragment_Cue,Ending_Fragment_Set_size,Ending_Fragment_Strength,Beginning_Fragment_Cue,Beginning_Cue_Set_Size,Beginning_Cue_Strength
awesome,132,13,40,4,,,AJ,,,,,13,0.02,18,0.00,,,,,,,,
awful,132,11,34,17,2.28,,AJ,2.91,5.120,0.46,1.310,13,0.01,9,0.00,,,,,,,,
awkward,152,16,59,11,3.25,,AJ,1.13,2.020,0.13,1.080,3,0.03,,,,,,,,,,
ax,152,18,41,6,6.65,G,N,2.61,4.990,0.06,1.520,6,0.05,,,,,,,,,,
axon,150,14,44,0,,,N,,,,,1,0.17,,,,,,,,,,
baby,156,19,45,62,5.77,,N,2.05,5.090,0.63,4.240,89,0.00,2,0.62,,,,,,BA--,13,0.02
back,148,12,28,967,4.89,,N,1.25,1.990,0.50,2.470,47,0.01,25,0.17,14,0.07,-ACK,8,0.19,,,
backbone,147,14,55,4,,,N,,,,,1,0.01,,,,,,,,,,
background,153,20,53,67,4.10,,N,,,,,3,0.03,,,,,,,,,,
backpack,139,12,27,1,,,N,1.82,2.260,0.27,1.490,10,0.00,25,0.00,14,0.00,,,,,,
backward,148,7,28,22,,,AD,1.50,2.800,0.17,1.500,3,0.01,,,,,,,,,,
bacon,116,10,22,10,6.46,,N,2.30,2.620,0.50,1.270,13,0.00,8,0.45,,,,,,BA---,26,0.03
bacteria,142,19,43,8,6.38,,N,2.50,5.610,0.22,1.260,6,0.01,,,,,,,,,,
bad,184,9,21,142,3.00,,AJ,0.33,2.330,0.56,1.990,229,0.05,15,0.20,14,0.27,-AD,8,0.15,B--,21,0.02
badge,152,14,37,5,5.49,,N,1.38,3.250,0.31,1.110,6,0.02,,,,,,,,BAD--,2,0.27
bag,127,17,27,42,6.30,,N,1.06,2.700,0.50,1.680,36,0.01,18,0.09,14,0.16,-AG,10,0.15,B--,21,0.03
bagel,150,12,37,0,,,N,,,,,4,0.01,,,,,---EL,17,0.01,BA---,26,0.01
baggage,147,10,32,4,,,N,2.20,3.730,0.30,1.180,4,0.00,,,,,----AGE,25,0.01,,,
bait,151,8,18,2,,,N,1.14,1.800,0.29,1.100,5,0.01,25,0.12,,,-AIT,3,0.59,BA--,16,0.06
bake,127,10,15,12,4.76,,V,2.00,2.430,0.70,1.650,16,0.00,20,0.14,,,-AKE,9,0.10,BA--,13,0.56
baked,146,14,28,8,4.35,,V,1.15,2.090,0.23,1.280,8,0.00,,,,,,,,BA---,26,0.01
baker,148,14,31,36,,,N,,,,,2,0.00,,,,,,,,,,
balance,140,13,44,32,,,N,,,,,11,0.03,,,,,---ANCE,7,0.14,,,
balcony,150,18,61,5,,,N,,,,,2,0.01,,,,,,,,,,
bald,99,10,24,5,5.15,,AJ,1.00,1.870,0.22,1.150,4,0.05,,,9,0.02,,,,BA--,13,0.10
ball,184,17,52,110,6.08,N,N,1.76,3.130,0.65,2.860,84,0.04,15,0.24,9,0.73,-ALL,7,0.18,BA--,13,0.09
ballerina,146,14,34,1,,,N,1.50,2.660,0.33,1.220,6,0.01,,,14,0.00,,,,,,
ballet,145,17,31,45,5.23,,N,2.00,2.780,0.36,1.550,9,0.07,,,14,0.00,,,,,,
balloon,148,21,32,10,6.10,,N,1.10,2.990,0.10,1.570,7,0.01,22,0.01,,,,,,,,
ballot,139,7,17,12,6.29,,N,0.71,1.640,0.14,1.050,1,0.14,,,14,0.00,,,,,,
balsam,79,11,19,1,4.10,,N,,,,,0,0.15,,,,,,,,,,
ban,154,19,56,7,,G,V,,,,,3,0.05,14,0.05,,,-AN,9,0.08,,,
banana,144,13,29,4,6.29,,N,1.31,3.250,0.77,1.510,13,0.01,,,,,,,,BAN---,10,0.15
band,146,14,37,53,5.83,P,N,2.08,3.230,0.46,1.280,37,0.07,13,0.16,,,,,,BA--,13,0.01
bandage,154,14,26,4,6.35,,N,3.25,5.440,0.33,1.430,6,0.01,,,,,----AGE,25,0.05,,,
bandaid,140,14,30,0,,,N,3.75,4.350,0.17,1.130,8,0.00,23,0.01,,,,,,,,
bandanna,152,18,41,0,,,N,1.50,3.150,0.06,1.050,0,0.03,,,,,,,,,,
bandit,144,17,47,3,,,N,,,,,4,0.04,13,0.00,14,0.00,,,,BAN---,10,0.05
bang,145,17,34,7,4.20,G,N,1.57,2.900,0.57,1.380,17,0.00,12,0.09,14,0.01,,,,,,
banjo,146,14,26,2,6.33,,N,2.27,2.840,0.18,1.050,2,0.05,,,14,0.00,,,,BA---,26,0.01
bank,144,6,15,83,5.69,N,N,0.67,1.950,1.00,2.580,37,0.01,21,0.05,,,-ANK,5,0.25,BA--,13,0.01
banker,150,9,29,5,6.38,,N,1.29,2.870,0.14,1.010,1,0.02,,,,,---KER,25,0.07,BAN---,10,0.12
banner,99,6,20,8,5.80,,N,0.20,0.870,0.00,1.000,1,0.01,,,,,--NNER,8,0.19,BAN---,10,0.27
banquet,99,9,24,6,5.29,,N,2.00,3.500,0.11,1.030,2,0.00,,,,,,,,,,
baptist,153,12,34,17,,,N,4.42,6.430,0.33,1.150,5,0.01,,,,,,,,,,
bar,145,13,32,82,6.40,N,N,2.23,4.260,0.46,1.460,46,0.00,10,0.25,,,-AR,8,0.23,B--,21,0.01
barbecue,150,13,32,13,,,N,2.00,2.620,0.39,1.890,11,0.02,,,,,,,,,,
bargain,126,16,32,7,2.71,,N,2.86,4.130,0.29,1.220,9,0.02,,,,,,,,,,
bark,144,5,19,14,5.51,N,N,0.20,1.120,0.40,1.050,7,0.00,12,0.36,,,-ARK,7,0.41,,,
barley,149,18,40,6,,,N,2.06,3.820,0.12,1.210,2,0.06,,,,,,,,,,
barn,127,13,16,29,6.68,,N,1.77,2.830,0.39,1.190,11,0.02,3,0.27,,,-ARN,5,0.39,BA--,13,0.00
barracuda,99,8,22,0,6.08,,N,0.88,1.170,0.00,1.000,0,0.00,,,,,,,,,,
barrage,79,13,41,5,3.18,,N,,,,,0,0.29,,,,,----AGE,25,0.00,,,
barrel,165,25,36,24,6.10,,N,1.08,3.710,0.08,1.040,6,0.01,,,,,,,,,,
barrier,149,14,29,9,5.82,,N,1.31,2.040,0.31,1.220,4,0.01,,,,,,,,,,
bartender,177,11,28,6,,,N,3.30,4.850,0.10,1.020,2,0.00,,,,,,,,,,
barter,150,12,42,0,,,V,1.36,2.330,0.27,1.090,4,0.13,,,,,,,,,,
base,152,20,51,91,4.34,N,N,0.84,2.750,0.32,1.440,8,0.03,14,0.04,,,-ASE,4,0.37,BA--,13,0.03
baseball,148,18,31,57,5.75,,N,2.65,4.770,0.77,1.920,50,0.03,,,,,,,,,,
basement,152,19,54,31,6.83,,N,1.58,2.880,0.26,1.660,10,0.00,,,,,,,,,,
bashful,152,4,25,2,,,AJ,0.33,0.900,0.33,1.080,3,0.01,,,,,,,,,,
basic,138,20,48,171,,,AJ,,,,,6,0.01,21,0.00,,,,,,,,
basket,143,19,36,17,5.93,G,N,0.53,2.360,0.37,1.710,15,0.04,4,0.78,14,0.01,---KET,11,0.10,,,
basketball,140,13,38,9,5.88,,N,2.55,2.820,0.73,1.370,33,0.05,,,,,,,,,,
bass,147,14,39,16,5.43,C,N,2.15,3.310,0.39,1.600,10,0.03,16,0.14,14,0.03,,,,BA--,13,0.01
bassinet,148,5,10,1,6.18,,N,1.20,2.620,0.00,1.000,0,0.36,,,,,,,,,,
bat,127,17,27,18,5.60,N,N,1.53,3.150,0.33,1.910,12,0.01,15,0.12,14,0.07,-AT,9,0.16,B--,21,0.10
bath,165,10,23,26,5.90,,N,2.60,2.770,0.60,1.810,20,0.00,6,0.06,14,0.33,-ATH,4,0.29,BA--,13,0.02
bathroom,139,14,30,18,,,N,2.00,2.690,0.57,1.870,24,0.04,17,0.00,14,0.00,,,,,,
bathtub,154,14,32,4,,,N,2.77,4.240,0.08,1.040,4,0.01,,,,,,,,,,
battery,154,21,48,18,,T,N,0.59,1.400,0.29,1.250,10,0.02,,,,,,,,,,
battle,147,15,31,87,5.16,,N,1.46,2.620,0.31,1.060,15,0.01,6,0.19,,,-ATTLE,4,0.45,,,
bay,149,15,33,57,,,N,2.14,3.890,0.14,1.210,7,0.02,26,0.05,,,,,,BA-,5,0.07
be,152,29,49,6377,2.21,,V,,,,,13,0.09,32,0.02,,,,,,,,
beach,165,16,27,61,6.08,,N,2.25,3.290,0.75,2.890,60,0.01,13,0.24,,,,,,,,
bead,203,20,49,1,5.61,T,N,1.40,3.280,0.05,1.020,1,0.15,26,0.00,,,-E-D,21,0.11,BE--,19,0.02
beaker,149,14,35,2,,,N,2.85,3.300,0.08,1.050,2,0.05,13,0.44,,,---KER,25,0.02,,,
beam,143,13,35,21,4.70,N,N,1.00,1.920,0.39,1.680,6,0.03,17,0.20,,,-E-M,9,0.24,,,
bean,150,19,40,5,6.00,,N,,,,,12,0.05,19,0.10,,,,,,BE--,19,0.17
beans,150,21,39,9,6.00,,N,,,,,7,0.01,,,,,,,,,,
bear,200,28,59,57,5.81,N,V,2.08,5.220,0.42,2.630,27,0.02,25,0.08,,,-EAR,9,0.11,,,
beard,145,13,24,26,5.68,,N,1.17,1.810,0.33,2.090,7,0.03,,,,,B---D,15,0.08,,,
beast,165,15,38,7,6.51,,N,1.58,2.120,0.33,1.280,6,0.01,8,0.23,,,-EAST,4,0.46,,,
beat,178,17,48,68,3.67,G,V,1.25,2.180,0.50,1.740,25,0.02,17,0.22,,,-E-T,18,0.20,BE--,19,0.14
beautiful,144,8,33,127,3.89,,AJ,2.38,2.370,0.63,1.440,61,0.04,,,,,,,,,,
beauty,146,17,51,71,3.31,,N,2.00,2.940,0.29,1.190,31,0.05,6,0.83,5,0.31,,,,BE----,24,0.03
beaver,141,16,36,2,6.50,,N,1.20,2.670,0.20,1.400,6,0.04,,,,,,,,BE----,22,0.04
because,148,12,24,883,1.92,,C,,,,,7,0.03,,,,,,,,,,
become,180,24,75,361,2.66,,V,,,,,3,0.13,18,0.00,,,,,,BE----,24,0.04
bed,127,11,28,127,6.59,,N,1.45,2.890,0.64,2.430,58,0.00,20,0.43,14,0.50,,,,,,
bedroom,139,14,28,52,6.03,,N,1.29,3.360,0.14,1.040,6,0.02,,,14,0.01,,,,,,
bee,127,7,12,11,5.93,,N,0.43,1.310,1.00,4.290,18,0.03,33,0.13,,,--E,24,0.16,B--,21,0.22
beef,165,10,27,32,6.23,N,N,1.80,2.510,0.60,1.940,20,0.01,8,0.21,,,,,,BE--,19,0.02
beer,180,22,43,34,5.83,,N,2.17,4.670,0.67,3.020,67,0.05,22,0.10,,,-EER,5,0.45,BE--,19,0.04
beet,142,11,20,2,6.41,,N,1.82,2.310,0.09,1.030,2,0.16,17,0.01,,,-E-T,18,0.05,BE--,19,0.05
beetle,138,4,25,1,6.15,,N,0.67,1.530,0.33,1.050,1,0.01,,,,,,,,,,
before,149,4,18,1016,2.52,,AD,,,,,10,0.01,,,,,,,,BE---,24,0.06
beg,180,18,44,11,2.96,,V,1.44,3.300,0.19,1.520,10,0.03,7,0.24,14,0.02,-EG,4,0.26,,,
beggar,148,14,38,2,6.25,,N,1.77,3.180,0.00,1.000,1,0.03,,,,,,,,,,
begin,144,5,13,84,2.38,,V,2.20,2.540,0.80,1.620,13,0.03,,,,,,,,,,
beginner,151,18,38,1,,,N,,,,,4,0.00,,,,,,,,,,
beginning,146,4,14,164,2.43,,N,0.50,1.090,0.00,1.000,24,0.00,25,0.00,,,,,,,,
behavior,147,24,49,96,3.31,,N,2.04,5.670,0.22,1.190,14,0.03,,,,,,,,,,
behind,146,16,38,258,,,AD,1.54,5.390,0.31,1.570,13,0.01,12,0.15,,,,,,BE----,22,0.02
being,147,13,40,712,2.28,W,N,1.90,2.990,0.20,1.260,11,0.08,,,,,--ING,13,0.13,,,
belief,148,20,50,64,1.55,,N,1.79,2.630,0.26,1.420,21,0.09,8,0.01,,,,,,BE----,24,0.01
believe,148,23,46,200,1.85,,V,2.45,4.800,0.27,1.290,16,0.06,15,0.01,,,,,,,,
bell,148,11,21,18,6.52,,N,0.60,1.530,0.50,1.340,16,0.10,16,0.29,14,0.04,-E-L,12,0.14,BE--,19,0.06
belly,144,12,26,23,6.04,,N,0.50,1.370,0.50,1.090,6,0.01,,,,,-ELLY,3,0.51,,,
belong,132,18,51,37,,,V,,,,,7,0.04,12,0.00,,,,,,,,
below,145,9,22,145,,,AD,1.56,3.000,0.44,1.870,12,0.00,35,0.00,,,,,,,,
belt,127,11,25,29,5.98,T,N,1.27,1.480,0.46,2.060,14,0.01,7,0.20,,,-E-T,18,0.05,BE--,19,0.04
bench,167,14,30,35,6.73,,N,2.08,4.150,0.23,1.170,8,0.01,6,0.27,,,--NCH,12,0.08,,,
bend,146,17,43,24,3.58,W,V,1.20,1.890,0.40,1.500,21,0.03,17,0.31,14,0.01,,,,,,
beneath,154,11,27,57,,,AD,1.60,4.490,0.20,1.100,6,0.03,,,,,,,,,,
benefit,195,21,67,63,3.68,G,N,,,,,3,0.04,,,,,,,,,,
bent,152,14,44,34,,,AJ,0.92,1.880,0.25,1.250,3,0.03,14,0.10,14,0.02,-E-T,24,0.01,,,
berry,151,10,40,9,5.56,,N,2.60,2.770,0.20,1.040,4,0.01,,,,,,,,,,
best,140,10,32,351,2.67,,AJ,1.10,1.860,0.50,2.090,31,0.03,20,0.38,14,0.04,-EST,7,0.42,BE--,19,0.06
bet,165,10,22,20,3.28,,N,1.25,2.750,0.25,1.770,7,0.01,19,0.30,14,0.10,-ET,10,0.27,B--,21,0.03
betray,148,17,60,4,,,V,,,,,3,0.03,,,,,,,,,,
better,184,7,27,414,1.94,,AJ,1.00,1.040,0.50,1.470,14,0.05,,,14,0.08,----ER,37,0.02,BE----,24,0.03
between,138,16,45,730,,,PP,,,,,6,0.04,19,0.00,,,,,,,,
beverage,140,5,20,9,5.87,,N,2.00,1.660,0.00,1.000,2,0.01,,,14,0.02,,,,,,
beware,139,8,20,3,2.38,,V,1.25,1.600,0.25,1.130,5,0.01,25,0.00,,,,,,BE----,22,0.26
beyond,153,20,43,175,,,PP,1.00,4.100,0.11,1.120,5,0.02,15,0.01,,,,,,,,
bias,146,15,62,8,,,N,0.92,1.030,0.33,1.260,6,0.04,,,,,,,,,,
bible,149,8,34,59,5.81,,N,2.50,3.410,0.50,1.260,29,0.00,,,,,,,,BI---,10,0.01
bicycle,148,15,31,5,6.33,,N,2.54,4.990,0.54,1.740,18,0.01,,,,,,,,,,
big,148,9,17,360,2.83,,AJ,1.44,2.870,0.67,2.500,120,0.01,11,0.18,,,-IG,7,0.17,B--,21,0.05
bike,150,18,42,0,,,N,1.19,2.890,0.19,1.770,18,0.01,11,0.21,,,-IKE,6,0.39,BI--,9,0.33
bill,140,16,32,133,5.36,N,N,1.38,4.680,0.38,1.630,29,0.14,15,0.14,,,-ILL,11,0.12,BI--,9,0.10
billboard,150,13,35,1,,,N,,,,,2,0.01,,,,,,,,,,
binder,154,12,23,1,,,N,1.91,2.630,0.18,1.040,2,0.03,,,,,,,,,,
binding,79,8,36,20,3.68,,N,,,,,1,0.01,,,,,----ING,55,0.00,,,
biologist,151,21,44,2,5.95,,N,2.90,4.370,0.10,1.050,2,0.00,,,,,,,,,,
biology,151,22,44,7,3.96,,N,2.00,2.760,0.30,1.540,23,0.03,,,,,,,,,,
bird,198,23,58,31,5.77,,N,1.45,4.210,0.68,6.800,79,0.02,9,0.13,,,-IR-,11,0.10,BI--,10,0.03
birds,153,21,47,57,5.94,,N,,,,,4,0.00,,,,,,,,,,
birth,132,13,29,66,4.67,,N,0.75,2.170,0.17,1.030,10,0.01,8,0.36,,,,,,,,
birthday,156,15,31,18,4.47,,N,1.00,3.190,0.43,1.360,16,0.04,,,,,,,,,,
biscuit,173,22,32,2,5.54,,N,2.50,6.270,0.18,1.140,4,0.00,,,,,,,,,,
bishop,153,16,37,18,5.83,,N,2.86,4.170,0.21,1.070,3,0.03,,,,,,,,,,
bison,150,10,42,1,,,N,1.80,2.540,0.10,1.060,1,0.11,,,,,,,,,,
bit,152,14,36,101,3.88,T,N,1.43,3.440,0.14,1.150,5,0.13,13,0.13,,,-IT,10,0.08,B _ _,21,0.02
bite,184,19,55,10,4.32,,V,1.28,3.510,0.39,1.500,37,0.08,19,0.15,,,--TE,14,0.10,BI--,10,0.37
bitter,138,9,15,53,4.05,T,AJ,1.78,2.650,0.56,1.230,8,0.02,9,0.48,,,,,,,,
bizarre,150,9,40,7,,,AJ,2.11,2.870,0.22,1.050,4,0.04,,,,,,,,,,
black,140,10,24,203,4.66,,AJ,0.50,1.300,0.50,1.860,129,0.02,25,0.01,4,0.93,--ACK,8,0.25,BLA--,7,0.23
blackberry,147,16,30,3,,,N,2.07,3.000,0.20,1.050,3,0.01,,,4,0.00,,,,,,
blackboard,148,9,17,2,3.45,,N,1.89,2.460,0.22,1.130,3,0.00,,,,,,,,,,
blackmail,148,20,67,2,3.16,,N,,,,,2,0.03,,,,,,,,,,
blade,127,9,14,13,5.80,,N,1.89,3.000,0.44,1.430,13,0.00,23,0.02,5,0.50,,,,BLA--,7,0.01
blame,146,22,53,34,2.15,,V,1.20,2.940,0.30,1.490,10,0.12,15,0.07,5,0.06,--AME,4,0.39,BLA--,7,0.10
blank,156,17,36,14,3.12,G,AJ,1.38,3.270,0.25,1.090,11,0.01,21,0.00,4,0.02,--ANK,12,0.24,BLA--,7,0.40
blanket,127,9,19,30,6.21,,N,1.67,2.950,0.56,1.160,19,0.00,,,,,,,,,,
blast,150,19,36,15,,G,N,2.89,5.100,0.17,1.160,4,0.02,9,0.03,4,0.03,--AST,4,0.36,BLA--,7,0.10
blaze,156,6,16,7,4.97,,N,1.67,2.320,0.17,1.040,2,0.03,20,0.00,5,0.04,,,,BLA--,7,0.06
bleach,146,15,25,5,5.40,,V,2.31,2.790,0.31,2.010,10,0.01,13,0.01,3,0.01,,,,,,
blend,147,12,35,9,,,V,1.27,1.970,0.09,1.110,5,0.01,17,0.03,2,0.02,,,,,,
blender,153,17,47,0,,,N,,,,,3,0.03,,,6,0.01,--ENDER,3,0.30,,,
bless,153,18,37,9,,,V,2.71,6.840,0.06,1.050,2,0.02,20,0.02,6,0.27,,,,,,
blessing,143,20,46,10,1.75,,N,1.80,4.620,0.05,1.020,1,0.05,,,,,,,,,,
blind,184,19,38,47,4.39,,AJ,1.61,2.900,0.28,1.390,17,0.06,12,0.01,5,0.45,--IND,2,0.53,BLI--,5,0.33
blinds,152,14,26,3,,,N,,,,,3,0.00,,,,,,,,,,
block,150,27,46,66,5.93,N,N,1.50,3.040,0.25,1.250,22,0.01,15,0.01,,,,,,,,
blockade,150,17,47,16,,,N,,,,,1,0.03,,,,,,,,,,
blocks,146,16,38,37,,,N,,,,,4,0.02,14,0.00,,,,,,,,
blonde,145,15,39,20,5.02,,AJ,1.46,1.950,0.31,1.800,14,0.04,,,,,,,,,,
blood,178,20,49,121,6.55,,N,0.53,1.910,0.65,3.600,72,0.00,14,0.00,6,0.10,B---D,15,0.03,,,
bloom,150,7,21,12,5.28,,N,1.67,2.210,0.33,1.100,3,0.02,17,0.01,,,--OOM,4,0.26,,,
blossom,152,13,28,7,6.62,,N,1.00,2.340,0.27,1.180,3,0.02,,,,,,,,,,
blot,152,14,39,6,,,N,2.50,4.160,0.14,1.070,2,0.07,8,0.00,,,,,,BL--,8,0.03
blouse,156,11,21,1,6.36,,N,2.09,2.480,0.27,1.390,6,0.02,7,0.00,,,,,,,,
blow,146,23,42,33,3.88,N,V,0.74,2.520,0.35,1.710,25,0.10,35,0.01,,,--OW,12,0.06,BL--,8,0.24
blubber,148,4,14,1,,,N,0.00,0.900,0.25,1.070,1,0.03,,,6,0.04,,,,,,
blue,141,14,36,143,4.49,N,N,1.69,3.010,0.54,2.240,61,0.01,38,0.04,,,--UE,6,0.41,BL--,8,0.49
blueberry,145,10,20,1,,,N,2.30,3.250,0.60,1.440,7,0.00,,,,,,,,,,
bluejay,144,6,14,0,5.80,,N,1.00,2.090,0.40,1.030,3,0.03,,,,,,,,,,
blueprint,151,20,38,1,,,N,1.74,3.590,0.05,1.040,1,0.04,,,,,,,,,,
blues,150,17,37,22,,,N,,,,,4,0.00,11,0.00,,,,,,,,
bluff,148,15,43,8,,W,V,0.86,2.120,0.00,1.000,0,0.03,20,0.03,6,0.22,,,,,,
blunt,148,20,56,9,,W,AJ,0.47,1.970,0.12,1.050,5,0.01,10,0.02,6,0.11,,,,,,
blur,144,16,47,3,,,V,2.23,2.710,0.31,1.080,9,0.02,20,0.02,,,,,,BL--,8,0.03
blush,180,10,21,2,4.59,,V,1.00,1.980,0.30,1.580,7,0.01,11,0.01,6,0.01,--USH,7,0.17,,,
board,152,21,50,239,6.87,N,N,0.63,1.580,0.42,2.730,32,0.13,15,0.24,,,,,,B---D,15,0.06
boat,127,16,31,72,6.33,,N,1.62,2.740,0.63,4.600,73,0.01,15,0.43,,,,,,BO--,13,0.29
body,148,31,64,276,6.58,,N,2.03,6.850,0.45,1.620,83,0.04,15,0.01,,,,,,BO--,13,0.07
bog,154,17,53,1,,,N,1.00,2.190,0.20,1.060,3,0.14,13,0.09,9,0.01,-OG,6,0.04,,,
boil,140,15,29,27,4.56,W,V,1.71,2.350,0.21,1.070,9,0.01,10,0.38,,,,,,,,
boiled,147,11,24,10,,,V,1.55,2.120,0.27,1.080,4,0.00,,,,,,,,,,
bold,145,20,63,21,,G,AJ,1.53,2.530,0.12,1.050,11,0.01,11,0.16,,,-OLD,7,0.12,,,
bologna,153,14,38,2,,,N,,,,,1,0.01,14,0.07,,,,,,,,
bolt,162,11,25,10,5.27,N,N,1.18,3.070,0.36,1.220,5,0.00,7,0.36,,,-OLT,4,0.38,,,
bomb,153,17,41,36,5.91,,N,1.50,2.130,0.63,2.460,25,0.04,,,,,,,,BO--,13,0.01
bond,152,23,58,46,,T,N,1.75,3.590,0.25,1.100,8,0.05,15,0.06,,,,,,BO--,13,0.14
bondage,144,20,46,3,4.40,,N,0.88,1.600,0.00,1.000,2,0.08,,,,,,,,,,
bone,149,19,41,33,5.75,,N,1.53,3.260,0.35,2.550,35,0.02,26,0.10,,,-ONE,9,0.19,BO--,13,0.07
bonus,149,13,29,2,,,N,1.31,2.800,0.23,1.050,3,0.01,,,,,,,,,,
book,127,15,24,193,6.09,,N,1.57,2.270,0.71,3.110,149,0.00,9,0.26,,,,,,BO--,13,0.10
bookbag,153,12,30,0,,,N,1.73,2.840,0.09,1.080,3,0.00,,,,,,,,,,
boom,152,17,37,8,,W,V,2.07,3.620,0.47,1.600,10,0.08,17,0.18,,,-OOM,5,0.42,,,
boot,148,13,24,13,5.54,N,N,0.91,1.770,0.18,1.040,6,0.01,11,0.60,,,-OOT,7,0.28,BO--,13,0.09
booth,144,18,49,7,5.64,G,N,0.50,1.230,0.19,1.250,7,0.03,10,0.60,,,-OOTH,2,0.19,,,
boots,143,13,31,20,5.54,,N,1.00,2.970,0.08,1.110,10,0.01,11,0.60,,,,,,,,
booze,154,11,30,4,6.00,,N,4.60,4.050,0.40,1.270,8,0.05,11,0.64,,,,,,,,
border,165,16,37,20,4.75,,N,1.12,1.810,0.25,1.150,7,0.01,8,0.41,,,----ER,37,0.00,,,
bored,145,16,46,14,3.18,,V,1.31,3.810,0.31,1.150,7,0.03,15,0.22,,,,,,B---D,15,0.11
boring,148,16,41,5,2.65,,N,1.46,3.180,0.46,1.950,78,0.03,25,0.00,,,,,,,,
borrow,138,12,25,9,2.26,,V,2.25,4.120,0.58,1.870,12,0.00,9,0.03,9,0.04,,,,,,
boss,156,19,43,20,6.35,,N,2.61,3.770,0.67,2.760,29,0.01,10,0.27,,,-OSS,4,0.45,,,
bother,146,18,42,22,,,V,2.53,4.360,0.33,2.130,17,0.04,,,,,,,,BOT---,4,0.03
bottle,151,20,40,76,6.94,,N,2.80,6.510,0.45,1.310,27,0.03,5,0.55,9,0.01,--TTLE,8,0.01,BOT---,4,0.56
bottom,148,15,34,88,,,N,0.69,1.690,0.15,1.750,11,0.04,,,,,---TOM,2,0.51,BOT---,4,0.09
bouillon,151,9,20,0,4.71,,N,1.22,2.480,0.11,1.030,1,0.08,,,,,,,,,,
boulder,154,8,28,10,6.96,,N,0.43,1.340,0.14,1.040,2,0.04,,,,,,,,,,
boulevard,150,9,29,11,,,N,1.86,3.000,0.14,1.060,2,0.01,,,,,,,,,,
bounce,165,15,34,8,3.78,,V,0.79,1.690,0.14,1.090,7,0.01,6,0.38,,,--UNCE,2,0.39,,,
bound,153,15,53,42,,N,V,,,,,4,0.03,9,0.03,,,-OUND,7,0.06,B---D,15,0.11
boundary,152,13,49,16,,,N,1.15,1.940,0.23,1.150,5,0.03,,,,,,,,,,
bounty,150,14,44,3,,,N,,,,,2,0.04,,,,,,,,,,
bouquet,128,3,16,4,5.62,,N,0.67,1.260,0.33,1.050,1,0.04,,,,,,,,,,
bourbon,146,10,28,8,5.66,,N,4.10,3.910,0.20,1.080,2,0.10,,,,,,,,,,
bow,145,12,43,15,5.78,N,N,,,,,15,0.01,35,0.07,,,-OW,11,0.04,BO-,9,0.17
bowl,180,22,46,23,5.26,N,N,1.68,3.820,0.46,1.410,24,0.02,19,0.34,,,-OWL,5,0.16,BO--,13,0.03
bowling,146,13,32,0,,,N,1.58,1.550,0.33,1.100,5,0.00,,,,,,,,,,
box,98,15,40,70,5.91,N,N,0.73,2.300,0.67,2.320,55,0.03,14,0.42,,,,,,BO-,9,0.09
boxer,152,14,36,1,,,N,0.50,1.210,0.33,1.240,7,0.05,,,,,,,,,,
boxing,149,14,38,0,,,N,,,,,4,0.01,,,,,,,,,,
boy,184,10,22,242,6.23,,N,1.00,1.280,0.60,2.510,54,0.04,10,0.71,,,--Y,24,0.19,B--,21,0.04
boyfriend,153,12,44,0,5.88,,N,1.25,2.040,0.25,1.610,17,0.02,,,,,,,,,,
boys,148,9,46,143,6.93,,N,1.12,1.550,0.50,1.620,15,0.00,,,,,,,,BO--,13,0.03
bra,140,15,32,0,6.25,,N,,,,,10,0.02,,,8,0.26,,,,,,
bracelet,148,13,25,1,5.98,,N,2.75,3.360,0.25,1.540,6,0.03,,,,,,,,,,
braces,139,9,31,4,,,N,0.67,1.510,0.11,1.050,3,0.00,,,10,0.00,,,,BRA---,11,0.03
brain,180,17,29,45,5.32,,N,1.62,3.460,0.69,2.180,39,0.01,38,0.00,10,0.07,--AIN,10,0.11,BR---,19,0.11
brake,148,10,29,2,5.22,,N,1.90,3.560,0.10,1.030,3,0.07,20,0.01,10,0.01,,,,BR---,19,0.00
bran,152,12,23,1,,,N,1.08,1.680,0.42,1.330,6,0.04,14,0.00,,,,,,,,
branch,127,11,18,33,6.06,,N,1.09,2.690,0.55,1.600,10,0.01,4,0.11,,,--ANCH,3,0.71,BRA---,11,0.10
brand,154,16,46,17,,,N,1.25,1.350,0.08,1.010,2,0.03,13,0.00,,,,,,BR---,21,0.03
brandy,145,10,28,7,5.91,,N,4.67,3.610,0.00,1.000,2,0.02,9,0.02,,,,,,BRA---,11,0.08
brass,145,19,40,19,5.53,G,N,2.11,5.250,0.26,1.110,11,0.00,16,0.02,7,0.19,--ASS,5,0.05,BR---,21,0.01
brat,132,13,34,0,4.97,,N,2.08,3.550,0.39,1.260,15,0.04,15,0.00,7,0.34,,,,,,
bravado,146,18,61,7,,,N,,,,,0,0.16,,,,,,,,,,
brave,146,15,32,24,2.76,,AJ,1.67,2.840,0.40,1.340,17,0.08,16,0.00,10,0.44,,,,BR--E,9,0.07
