word_german,word_english,letters_N,frequency_per_million,frequency_class,valence_M_young_female,valence_M_young_male,valence_M_old_female,valence_M_old_male,valence_M_young,valence_M_old,valence_M,arousal_M_young_female,arousal_M_young_male,arousal_M_old_female,arousal_M_old_male,arousal_M_young,arousal_M_old,arousal_M,control_M_young_female,control_M_young_male,control_M_old_female,control_M_old_male,control_M_young,control_M_old,control_M,imagine_M_young_female,imagine_M_young_male,imagine_M_old_female,imagine_M_old_male,imagine_M_young,imagine_M_old,imagine_M,selfrelevance_M_young_female,selfrelevance_M_young_male,selfrelevance_M_old_female,selfrelevance_M_old_male,selfrelevance_M_young,selfrelevance_M_old,selfrelevance_M,agerelevance_M_young_female,agerelevance_M_young_male,agerelevance_M_old_female,agerelevance_M_old_male,agerelevance_M_young,agerelevance_M_old,agerelevance_M,valence_M_self,valence_M_other,self_or_other_M,self_or_other_SD,self_or_other_class,valence_anova_p_age,valence_anova_etasquared_age,valence_anova_significant_age,valence_anova_p_sex,valence_anova_etasquared_sex,valence_anova_significant_sex,valence_anova_p_age_sex,valence_anova_etasquared_age_sex,valence_anova_significant_age_sex,arousal_anova_p_age,arousal_anova_etasquared_age,arousal_anova_significant_age,arousal_anova_p_sex,arousal_anova_etasquared_sex,arousal_anova_significant_sex,arousal_anova_p_age_sex,arousal_anova_etasquared_age_sex,arousal_anova_significant_age_sex,control_anova_p_age,control_anova_etasquared_age,control_anova_significant_age,control_anova_p_sex,control_anova_etasquared_sex,control_anova_significant_sex,control_anova_p_age_sex,control_anova_etasquared_age_sex,control_anova_significant_age_sex,imagine_anova_p_age,imagine_anova_etasquared_age,imagine_anova_significant_age,imagine_anova_p_sex,imagine_anova_etasquared_sex,imagine_anova_significant_sex,imagine_anova_p_age_sex,imagine_anova_etasquared_age_sex,imagine_anova_significant_age_sex,selfrelevance_anova_p_age,selfrelevance_anova_etasquared_age,selfrelevance_anova_significant_age,selfrelevance_anova_p_sex,selfrelevance_anova_etasquared_sex,selfrelevance_anova_significant_sex,selfrelevance_anova_p_age_sex,selfrelevance_anova_etasquared_age_sex,selfrelevance_anova_significant_age_sex,agerelevance_anova_p_age,agerelevance_anova_etasquared_age,agerelevance_anova_significant_age,agerelevance_anova_p_sex,agerelevance_anova_etasquared_sex,agerelevance_anova_significant_sex,agerelevance_anova_p_age_sex,agerelevance_anova_etasquared_age_sex,agerelevance_anova_significant_age_sex
taktvoll,tactful,8,0.324,16,6,5.5,6.5,6.167,5.75,6.333,6.042,3.417,3.333,2.75,3.167,3.375,2.958,3.167,5,5.333,4.917,5.5,5.167,5.208,5.188,3.083,3.667,5.167,3.455,3.375,4.348,3.851,6.083,5,6.25,5.5,5.542,5.875,5.708,3.667,3.583,3.75,4,3.625,3.875,3.75,5.688,5.75,1.083,0.333,1,0.011,0.137,1,0.065,0.075,0,0.707,0.003,0,0.229,0.033,0,0.628,0.005,0,0.468,0.012,0,0.917,0,0,0.253,0.03,0,0.753,0.002,0,0.074,0.072,0,0.276,0.028,0,0.03,0.105,1,0.222,0.034,0,0.001,0.209,1,0.539,0.009,0,0.282,0.026,0,0.718,0.003,0,0.472,0.012,0
tolerant,tolerant,8,1.533,14,6.083,6.083,6.667,6.083,6.083,6.375,6.229,2.25,2.333,2.583,2.75,2.292,2.667,2.479,5.083,4.917,5.083,5.583,5,5.333,5.167,2.75,2.5,4.5,3.333,2.625,3.917,3.271,6.083,6,6.333,6.5,6.042,6.417,6.229,2.167,2.167,3.833,3.417,2.167,3.625,2.896,6.375,6.438,1.083,0.333,1,0.425,0.014,0,0.425,0.014,0,0.425,0.014,0,0.28,0.026,0,0.717,0.003,0,0.904,0,0,0.46,0.012,0,0.711,0.003,0,0.46,0.012,0,0.018,0.12,1,0.186,0.039,0,0.39,0.017,0,0.183,0.04,0,0.881,0.001,0,0.654,0.005,0,0,0.39,1,0.453,0.013,0,0.453,0.013,0
traege,sluggish,5,3.315,13,1.833,2.417,2.083,2.167,2.125,2.125,2.125,2.25,2.75,2.5,2.583,2.5,2.542,2.521,2.167,2.583,2.833,2.25,2.375,2.542,2.458,4.455,3.917,4.5,3.75,4.174,4.125,4.149,1.417,2.833,2.667,1.417,2.125,2.042,2.083,3.5,3.25,3.333,3.917,3.375,3.625,3.5,2,2.25,2,0,2,1,0,0,0.177,0.041,0,0.309,0.023,0,0.927,0,0,0.523,0.009,0,0.648,0.005,0,0.63,0.005,0,0.81,0.001,0,0.153,0.046,0,0.918,0,0,0.277,0.027,0,0.857,0.001,0,0.851,0.001,0,0.851,0.001,0,0.004,0.173,1,0.45,0.013,0,0.614,0.006,0,0.211,0.035,0
traurig,sad,7,16.905,11,2.667,2.667,1.909,2.917,2.667,2.435,2.553,3.583,3.667,4.583,3.75,3.625,4.167,3.896,2.25,1.917,2.727,2.5,2.083,2.609,2.34,6.455,6.417,6.182,6.167,6.435,6.174,6.304,3.167,3.167,2.333,2.583,3.167,2.458,2.813,3.667,3.167,3.917,3.667,3.417,3.792,3.604,1.938,2.75,2,0,2,0.355,0.02,0,0.07,0.074,0,0.07,0.074,0,0.157,0.045,0,0.324,0.022,0,0.23,0.033,0,0.12,0.055,0,0.406,0.016,0,0.875,0.001,0,0.275,0.028,0,0.911,0,0,0.962,0,0,0.077,0.069,0,0.751,0.002,0,0.751,0.002,0,0.048,0.086,1,0.048,0.086,1,0.501,0.01,0
treu,loyal,4,10.535,11,6.583,5.833,6.833,6.583,6.208,6.708,6.458,2.25,3.167,2.417,3.083,2.708,2.75,2.729,4.167,5.167,4.75,4.75,4.667,4.75,4.708,3.917,2.75,4.333,4.167,3.333,4.25,3.792,6.25,5.333,6.167,5.917,5.792,6.042,5.917,3.583,3.75,4.167,3.917,3.667,4.042,3.854,5.438,6.188,1.083,0.333,1,0.005,0.165,1,0.005,0.165,1,0.147,0.047,0,0.927,0,0,0.087,0.065,0,0.783,0.002,0,0.855,0.001,0,0.275,0.027,0,0.275,0.027,0,0.084,0.067,0,0.205,0.036,0,0.339,0.021,0,0.494,0.011,0,0.115,0.055,0,0.363,0.019,0,0.071,0.072,0,0.838,0.001,0,0.31,0.023,0
ueberheblich,contemptuous,11,1.285,14,1.75,1.75,1.833,1.917,1.75,1.875,1.813,5.333,5.5,5.417,5.583,5.417,5.5,5.458,4.167,3.5,4.083,2.917,3.833,3.5,3.667,4.75,3.833,4.5,4.727,4.292,4.609,4.447,2.75,2.917,1.583,1.917,2.833,1.75,2.292,2.083,2.083,2.167,2.083,2.083,2.125,2.104,2,1.625,1.083,0,1,0.706,0.003,0,0.9,0,0,0.9,0,0,0.773,0.002,0,0.564,0.008,0,1,0,0,0.462,0.012,0,0.047,0.086,1,0.581,0.007,0,0.551,0.008,0,0.524,0.01,0,0.292,0.026,0,0.006,0.158,1,0.511,0.01,0,0.826,0.001,0,0.863,0.001,0,0.863,0.001,0,0.863,0.001,0
ueberrascht,surprised,10,34.34,10,5.083,4.667,4.417,4.25,4.875,4.333,4.604,4,4,4.167,4.917,4,4.542,4.271,3.333,2.25,2.818,3.25,2.792,3.043,2.915,6.167,5.833,5,4.545,6,4.783,5.404,3.667,3.417,3.167,3.167,3.542,3.167,3.354,3.167,3,3,3.25,3.083,3.125,3.104,5.063,4.688,1.958,0.167,2,0.058,0.08,0,0.3,0.024,0,0.655,0.005,0,0.162,0.044,0,0.33,0.022,0,0.33,0.022,0,0.59,0.007,0,0.47,0.012,0,0.097,0.063,0,0.009,0.148,1,0.386,0.018,0,0.893,0,0,0.36,0.019,0,0.759,0.002,0,0.759,0.002,0,0.799,0.001,0,0.799,0.001,0,0.206,0.036,0
umsichtig,prudent,9,0.911,15,5.667,5.333,6.667,6,5.5,6.333,5.917,3.583,3.5,3.167,3.833,3.542,3.5,3.521,5.083,5.75,5.583,5.417,5.417,5.5,5.458,3,3.833,4.5,3.667,3.417,4.083,3.75,5.333,5,6.25,5.833,5.167,6.042,5.604,3.333,3.5,3.833,3.75,3.417,3.792,3.604,5.438,5.688,1.333,0.527,1,0.001,0.229,1,0.035,0.097,1,0.473,0.012,0,0.92,0,0,0.482,0.011,0,0.367,0.019,0,0.816,0.001,0,0.486,0.011,0,0.248,0.03,0,0.223,0.034,0,1,0,0,0.129,0.052,0,0.008,0.149,1,0.241,0.031,0,0.896,0,0,0.132,0.051,0,0.866,0.001,0,0.612,0.006,0
unangenehm,unpleasant,10,6.313,12,1.75,1.417,1.417,2.091,1.583,1.739,1.66,5.75,4.833,5.333,4.455,5.292,4.913,5.106,2.667,2.833,4.167,2.667,2.75,3.417,3.083,3.25,3.583,4.583,3.75,3.417,4.167,3.792,1.667,2.083,2,2.167,1.875,2.083,1.979,3,3.083,2.917,2.75,3.042,2.833,2.938,1.813,1.313,1,0,1,0.481,0.012,0,0.481,0.012,0,0.041,0.093,1,0.333,0.022,0,0.033,0.102,1,0.963,0,0,0.107,0.058,0,0.107,0.058,0,0.046,0.088,1,0.159,0.045,0,0.635,0.005,0,0.271,0.028,0,0.568,0.007,0,0.425,0.015,0,0.732,0.003,0,0.266,0.028,0,0.823,0.001,0,0.503,0.01,0
ungestuem,impetuous,8,0.975,15,3.75,3.5,3.167,3.417,3.625,3.292,3.458,3.917,5.5,5.417,5.167,4.708,5.292,5,2.917,2.583,3.5,3,2.75,3.25,3,5.083,4.583,5.667,5.417,4.833,5.542,5.188,3.083,3.333,2.5,2.5,3.208,2.5,2.854,2.25,1.417,1.583,1.75,1.833,1.667,1.75,3.563,3.5,1.083,0.333,1,0.357,0.019,0,1,0,0,0.489,0.011,0,0.152,0.046,0,0.103,0.059,0,0.027,0.107,1,0.302,0.024,0,0.388,0.017,0,0.863,0.001,0,0.123,0.053,0,0.41,0.015,0,0.783,0.002,0,0.137,0.05,0,0.791,0.002,0,0.791,0.002,0,0.376,0.018,0,0.081,0.068,0,0.01,0.141,1
unnahbar,unapproachable,8,0.763,15,2.833,2.5,2.667,2.583,2.667,2.625,2.646,5,4.583,5,4.5,4.792,4.75,4.771,4.583,3.75,4.417,3.917,4.167,4.167,4.167,4.182,3.333,4.75,4.5,3.739,4.625,4.191,2.833,3.333,2.25,3.417,3.083,2.833,2.958,2.917,2.833,3.25,3.5,2.875,3.375,3.125,2.438,2.25,1,0,1,0.907,0,0,0.559,0.008,0,0.726,0.003,0,0.914,0,0,0.239,0.031,0,0.914,0,0,1,0,0,0.225,0.033,0,0.76,0.002,0,0.092,0.065,0,0.281,0.027,0,0.555,0.008,0,0.616,0.006,0,0.1,0.06,0,0.504,0.01,0,0.035,0.097,1,0.718,0.003,0,0.472,0.012,0
unruhig,jittery,7,5.352,12,2.25,2.333,2.5,3,2.292,2.75,2.521,5.917,5.5,5.833,5.583,5.708,5.708,5.708,2.333,2.333,4.167,2.917,2.333,3.542,2.938,5,4.417,4.667,5.167,4.708,4.917,4.813,4.083,3.75,2.333,3.5,3.917,2.917,3.417,2.667,2.25,2.583,2.583,2.458,2.583,2.521,2.25,2.563,1.833,0.333,2,0.077,0.069,0,0.256,0.029,0,0.416,0.015,0,1,0,0,0.158,0.045,0,0.722,0.003,0,0.004,0.176,1,0.12,0.054,0,0.12,0.054,0,0.663,0.004,0,0.931,0,0,0.261,0.029,0,0.019,0.119,1,0.315,0.023,0,0.074,0.071,0,0.618,0.006,0,0.407,0.016,0,0.407,0.016,0
unsicher,unsure,8,10.756,11,2.417,2.417,2.833,2.667,2.417,2.75,2.583,5.455,5.5,5.273,4.583,5.478,4.913,5.196,2.5,1.75,2.333,2.25,2.125,2.292,2.208,3.417,4.917,4,3.273,4.167,3.652,3.915,3.917,3.5,2.333,2.75,3.708,2.542,3.125,2.667,2.667,3,3.75,2.667,3.375,3.021,1.75,2.5,1.917,0,2,0.209,0.036,0,0.752,0.002,0,0.752,0.002,0,0.079,0.072,0,0.297,0.026,0,0.235,0.033,0,0.618,0.006,0,0.216,0.035,0,0.321,0.022,0,0.287,0.026,0,0.436,0.014,0,0.029,0.107,1,0.003,0.179,1,1,0,0,0.274,0.027,0,0.044,0.089,1,0.278,0.027,0,0.278,0.027,0
veraergert,angry,9,8.487,12,2.333,2,2.636,2.75,2.167,2.696,2.426,6.25,5.917,6.333,5.917,6.083,6.125,6.104,3,2.5,3.091,2.667,2.75,2.87,2.809,5.417,5.833,4.75,5.333,5.625,5.042,5.333,2.667,2.583,1.75,2.583,2.625,2.167,2.396,3.25,3.167,3.25,2.917,3.208,3.083,3.146,1.938,1.875,1.583,0.527,2,0.041,0.094,1,0.662,0.004,0,0.376,0.018,0,0.842,0.001,0,0.078,0.069,0,0.842,0.001,0,0.765,0.002,0,0.287,0.026,0,0.93,0,0,0.164,0.044,0,0.231,0.032,0,0.841,0.001,0,0.162,0.044,0,0.25,0.03,0,0.162,0.044,0,0.514,0.01,0,0.279,0.027,0,0.514,0.01,0
vergnuegt,pleased,8,4.203,13,6.667,6.25,6.5,6,6.458,6.25,6.354,2.25,2.5,2.5,2.75,2.375,2.625,2.5,4.833,4.583,3.917,4.083,4.708,4,4.354,5.833,6.167,6.25,6.083,6,6.167,6.083,5.75,5.5,5.5,4.917,5.625,5.208,5.417,2.833,2.25,2.75,2.25,2.542,2.5,2.521,6.188,5.688,1.958,0.167,2,0.264,0.028,0,0.017,0.123,1,0.822,0.001,0,0.577,0.007,0,0.577,0.007,0,1,0,0,0.087,0.065,0,0.918,0,0,0.609,0.006,0,0.651,0.005,0,0.821,0.001,0,0.497,0.011,0,0.235,0.032,0,0.235,0.032,0,0.632,0.005,0,0.863,0.001,0,0.029,0.104,1,0.863,0.001,0
verlegen,sheepish,8,13.944,11,3.583,3.583,3.25,3.25,3.583,3.25,3.417,4.25,4.333,4.333,3.667,4.292,4,4.146,2.75,2.083,2.917,3,2.417,2.958,2.688,4,5.083,4.333,3.917,4.565,4.125,4.34,3.583,2.75,2.167,2.833,3.167,2.5,2.833,3.083,2.333,2.5,3,2.708,2.75,2.729,3.063,3.5,1.75,0.441,2,0.267,0.028,0,1,0,0,1,0,0,0.479,0.011,0,0.479,0.011,0,0.364,0.019,0,0.104,0.059,0,0.376,0.018,0,0.256,0.029,0,0.399,0.017,0,0.499,0.011,0,0.132,0.052,0,0.083,0.067,0,0.825,0.001,0,0.052,0.083,0,0.901,0,0,0.709,0.003,0,0.067,0.074,0
verletzlich,vulnerable,11,0.903,15,3.75,3.5,3.5,3,3.625,3.25,3.438,4.833,4.833,4.917,4.833,4.833,4.875,4.854,1.917,1.667,3.364,3.083,1.792,3.217,2.489,3.667,4.167,4.417,3.917,3.917,4.167,4.042,5.083,4.5,4.917,4.333,4.792,4.625,4.708,3.333,3.083,3.333,3.25,3.208,3.292,3.25,2.5,3.375,1.833,0.441,2,0.347,0.02,0,0.347,0.02,0,0.753,0.002,0,0.907,0,0,0.907,0,0,0.907,0,0,0,0.32,1,0.409,0.016,0,0.962,0,0,0.669,0.004,0,1,0,0,0.394,0.017,0,0.728,0.003,0,0.227,0.033,0,1,0,0,0.78,0.002,0,0.577,0.007,0,0.78,0.002,0
verlogen,mendacious,8,1.225,14,1.167,1.583,1.25,1.333,1.375,1.292,1.333,6,5.5,6.083,5.5,5.75,5.792,5.771,4,3.25,4.167,3.083,3.625,3.625,3.625,3.25,3.583,3.25,3.083,3.417,3.167,3.292,1.667,2.417,1.667,1.5,2.042,1.583,1.813,2.75,2.917,2.917,2.833,2.833,2.875,2.854,1.25,1.25,1.167,0.333,1,0.605,0.006,0,0.125,0.053,0,0.303,0.024,0,0.904,0,0,0.124,0.053,0,0.904,0,0,1,0,0,0.083,0.067,0,0.748,0.002,0,0.654,0.005,0,0.881,0.001,0,0.654,0.005,0,0.156,0.045,0,0.363,0.019,0,0.156,0.045,0,0.761,0.002,0,0.761,0.002,0,0.363,0.019,0
vernuenftig,reasonable,10,9.813,11,4.5,5.083,5.5,5.833,4.792,5.667,5.229,3.25,3.25,2.583,3.083,3.25,2.833,3.042,5.667,5.583,5.083,5.083,5.625,5.083,5.354,2.417,3,4.417,3.333,2.708,3.875,3.292,5.167,4.75,5.917,5.917,4.958,5.917,5.438,3.417,3.5,3.5,3.917,3.458,3.708,3.583,5.5,5.5,1.958,0.167,2,0.007,0.154,1,0.146,0.047,0,0.688,0.004,0,0.246,0.03,0,0.484,0.011,0,0.484,0.011,0,0.137,0.05,0,0.908,0,0,0.908,0,0,0.01,0.142,1,0.566,0.008,0,0.06,0.078,0,0.008,0.151,1,0.546,0.008,0,0.546,0.008,0,0.282,0.026,0,0.282,0.026,0,0.472,0.012,0
verspielt,pretty,9,7.084,12,5.75,5.75,3.917,2.917,5.75,3.417,4.583,2.25,2.5,2.583,2.75,2.375,2.667,2.521,2.917,3.333,3.5,2.167,3.125,2.833,2.979,5.5,4.833,5.333,5.167,5.167,5.25,5.208,5.333,5.5,3,2.333,5.417,2.667,4.042,2.167,2.083,1.833,2.167,2.125,2,2.063,5.375,5.063,2,0,2,0,0.537,1,0.133,0.051,0,0.133,0.051,0,0.447,0.013,0,0.587,0.007,0,0.913,0,0,0.447,0.013,0,0.234,0.032,0,0.026,0.108,1,0.804,0.001,0,0.219,0.034,0,0.459,0.013,0,0,0.451,1,0.587,0.007,0,0.367,0.019,0,0.543,0.008,0,0.543,0.008,0,0.312,0.023,0
vertraeumt,dreamy,9,0.75,15,5.167,5,4.333,3.5,5.087,3.917,4.489,1.833,2.167,2.083,2,2,2.042,2.021,2.417,2.583,2.917,2.417,2.5,2.667,2.583,6.091,5.667,4.909,4.333,5.87,4.609,5.239,4.5,4.917,3.417,3.667,4.708,3.542,4.125,2.667,2.25,2.083,2.667,2.458,2.375,2.417,5.25,4.875,2,0,2,0.002,0.196,1,0.172,0.043,0,0.359,0.02,0,0.893,0,0,0.687,0.004,0,0.503,0.01,0,0.666,0.004,0,0.666,0.004,0,0.389,0.017,0,0.007,0.16,1,0.267,0.029,0,0.865,0.001,0,0.016,0.124,1,0.48,0.011,0,0.859,0.001,0,0.753,0.002,0,0.753,0.002,0,0.064,0.076,0
verwirrt,bewildered,8,6.307,12,2.75,3.167,2.364,2.25,2.958,2.304,2.638,4.667,4.333,5.917,4.333,4.5,5.125,4.813,1.667,1.583,2.083,2.333,1.625,2.208,1.917,4.833,5.833,4.083,4.167,5.333,4.125,4.729,2.583,2.5,1.167,1.333,2.542,1.25,1.896,4.083,4.167,4.083,3.75,4.125,3.917,4.021,2,2.563,1.958,0.167,2,0.03,0.104,1,0.605,0.006,0,0.367,0.019,0,0.143,0.048,0,0.027,0.106,1,0.143,0.048,0,0.094,0.063,0,0.808,0.001,0,0.627,0.005,0,0.023,0.111,1,0.298,0.025,0,0.378,0.018,0,0,0.249,1,0.902,0,0,0.713,0.003,0,0.331,0.021,0,0.559,0.008,0,0.331,0.021,0
verwoehnt,spoiled,8,3.296,13,2.833,2.833,2.75,2.75,2.833,2.75,2.792,3.75,3.75,3.5,3.091,3.75,3.304,3.532,3,3.167,3.667,2.833,3.083,3.25,3.167,3.917,4.25,3.667,4.083,4.083,3.875,3.979,4,3.333,1.667,3,3.667,2.333,3,2.167,1.583,1.5,1.833,1.875,1.667,1.771,3.063,1.875,1.625,0.486,2,0.846,0.001,0,1,0,0,1,0,0,0.249,0.031,0,0.602,0.006,0,0.602,0.006,0,0.649,0.005,0,0.365,0.019,0,0.177,0.041,0,0.708,0.003,0,0.5,0.01,0,0.94,0,0,0.006,0.158,1,0.476,0.012,0,0.036,0.096,1,0.281,0.026,0,0.516,0.01,0,0.021,0.116,1
vorsichtig,cautious,10,22.973,10,4.417,3.917,4.833,4.833,4.167,4.833,4.5,4.667,4.667,4.417,4.167,4.667,4.292,4.479,4.75,4.583,5.167,4.5,4.667,4.833,4.75,4.5,4.667,3.75,4.167,4.583,3.958,4.271,4.75,4.333,5.5,5.083,4.542,5.292,4.917,4.083,4,4.5,3.909,4.043,4.217,4.13,4.813,4.5,1.917,0.333,2,0.064,0.076,0,0.48,0.011,0,0.48,0.011,0,0.308,0.024,0,0.733,0.003,0,0.733,0.003,0,0.678,0.004,0,0.301,0.024,0,0.534,0.009,0,0.234,0.032,0,0.576,0.007,0,0.81,0.001,0,0.047,0.087,1,0.261,0.029,0,1,0,0,0.523,0.01,0,0.19,0.041,0,0.321,0.023,0
wach,awake,4,8.071,12,5.833,5.583,6.417,5.833,5.708,6.125,5.917,3.75,4,4.333,5.417,3.875,4.875,4.375,5.833,5.75,5.5,5.75,5.792,5.625,5.708,5.667,4.417,6,4.25,5.042,5.125,5.083,5.167,5,5.5,5.75,5.083,5.625,5.354,1.75,2.083,1.917,2.417,1.917,2.167,2.042,5.938,5.625,2,0,2,0.093,0.063,0,0.093,0.063,0,0.496,0.011,0,0.038,0.094,1,0.162,0.044,0,0.379,0.018,0,0.665,0.004,0,0.828,0.001,0,0.665,0.004,0,0.868,0.001,0,0.004,0.17,1,0.619,0.006,0,0.184,0.04,0,0.918,0,0,0.606,0.006,0,0.275,0.027,0,0.072,0.072,0,0.714,0.003,0
waehlerisch,particular,10,0.738,15,4.167,3.667,4.25,4.583,3.917,4.417,4.167,4.917,4.417,4.083,3.833,4.667,3.958,4.313,5.667,5.167,4.667,5.083,5.417,4.875,5.146,3.917,4.167,3.667,3.091,4.042,3.391,3.723,5.917,4.667,4.818,5.083,5.292,4.957,5.128,2.583,2.583,2.833,3,2.583,2.917,2.75,4.125,3.938,1.583,0.441,2,0.193,0.038,0,0.827,0.001,0,0.277,0.027,0,0.036,0.096,1,0.257,0.029,0,0.704,0.003,0,0.16,0.044,0,0.913,0,0,0.233,0.032,0,0.222,0.035,0,0.762,0.002,0,0.444,0.014,0,0.453,0.013,0,0.28,0.027,0,0.099,0.062,0,0.272,0.027,0,0.782,0.002,0,0.782,0.002,0
weich,soft-hearted,5,7.782,12,5.833,5.25,5.75,3.833,5.542,4.792,5.167,1.583,2.083,1.75,2.083,1.833,1.917,1.875,3.5,2.75,2.667,2.833,3.125,2.75,2.938,5.833,4.75,4.583,4.417,5.292,4.5,4.896,5,4.083,3.833,2.583,4.542,3.208,3.875,3.333,3.417,3.75,3.417,3.375,3.583,3.479,4.333,4.267,1.917,0.333,2,0.045,0.088,1,0.001,0.212,1,0.074,0.071,0,0.714,0.003,0,0.072,0.072,0,0.714,0.003,0,0.262,0.028,0,0.382,0.017,0,0.172,0.042,0,0.157,0.045,0,0.262,0.029,0,0.409,0.016,0,0.007,0.156,1,0.025,0.109,1,0.723,0.003,0,0.299,0.024,0,0.532,0.009,0,0.299,0.024,0
weise,wise,5,8.563,12,6.5,6.417,6.667,5.917,6.458,6.292,6.375,2.167,2.333,3.417,3.5,2.25,3.458,2.854,6.417,5.75,4.75,5.75,6.083,5.25,5.667,4.167,5.833,3.583,4.5,5,4.042,4.521,4.75,4.083,3.727,4.667,4.417,4.217,4.319,4.417,4.333,4.333,4.417,4.375,4.375,4.375,6,6.188,1.708,0.363,2,0.484,0.011,0,0.085,0.066,0,0.166,0.043,0,0.008,0.149,1,0.776,0.002,0,0.924,0,0,0.087,0.065,0,0.728,0.003,0,0.087,0.065,0,0.071,0.072,0,0.016,0.124,1,0.472,0.012,0,0.569,0.008,0,0.724,0.003,0,0.042,0.093,1,1,0,0,1,0,0,0.646,0.005,0
zaghaft,timid,7,2.715,13,3.583,3.417,3.25,3.083,3.5,3.167,3.333,3.75,3.75,3.5,3.5,3.75,3.5,3.625,2.417,2.333,3.667,3,2.375,3.333,2.854,3.333,3.75,4.25,3.75,3.542,4,3.771,3.167,2.917,2.25,2.417,3.042,2.333,2.688,3.75,3.333,3,3.5,3.542,3.25,3.396,3.25,3.813,1.833,0.441,2,0.307,0.024,0,0.608,0.006,0,1,0,0,0.545,0.008,0,1,0,0,1,0,0,0.027,0.107,1,0.375,0.018,0,0.489,0.011,0,0.311,0.023,0,0.926,0,0,0.311,0.023,0,0.107,0.058,0,0.923,0,0,0.631,0.005,0,0.328,0.022,0,0.888,0,0,0.127,0.052,0
zaertlich,tender,8,4.348,13,6.667,6.5,6.083,6.167,6.583,6.125,6.354,1.583,1.833,2.417,2.636,1.708,2.522,2.106,4.583,3.917,4.083,4.5,4.25,4.292,4.271,5.333,6.417,6.5,6.083,5.875,6.292,6.083,6.25,6.167,5.5,5.167,6.208,5.333,5.771,2.667,2.667,2.833,2.25,2.667,2.542,2.604,6.188,6.375,1.292,0.441,1,0.054,0.082,0,0.858,0.001,0,0.592,0.007,0,0.049,0.087,1,0.563,0.008,0,0.97,0,0,0.932,0,0,0.797,0.002,0,0.269,0.028,0,0.229,0.033,0,0.334,0.021,0,0.033,0.099,1,0.026,0.107,1,0.587,0.007,0,0.744,0.002,0,0.621,0.006,0,0.251,0.03,0,0.251,0.03,0
zerstreut,absent-minded,9,3.067,13,3.167,3.25,2.917,3,3.208,2.958,3.083,3.917,3.417,5.25,4,3.667,4.625,4.146,2,1.5,2.333,2,1.75,2.167,1.958,4.455,5.667,4.667,4,5.087,4.333,4.702,3.25,3.333,2.5,2.25,3.292,2.375,2.833,4.167,4.25,3.917,3.833,4.208,3.875,4.042,2.5,2.688,1.792,0.441,2,0.45,0.013,0,0.801,0.001,0,1,0,0,0.031,0.101,1,0.048,0.086,1,0.389,0.017,0,0.251,0.03,0,0.251,0.03,0,0.817,0.001,0,0.106,0.06,0,0.539,0.009,0,0.039,0.096,1,0.039,0.093,1,0.848,0.001,0,0.701,0.003,0,0.129,0.052,0,1,0,0,0.701,0.003,0
zornig,furious,6,5.534,12,1.833,1.833,1.667,1.917,1.833,1.792,1.813,6.25,6.25,6.5,6.083,6.25,6.292,6.271,3.333,3,4,3.25,3.167,3.625,3.396,5.833,6.25,5.5,5.917,6.042,5.708,5.875,2.167,3.25,1.833,2.5,2.708,2.167,2.438,3,2.667,2.75,2.417,2.833,2.583,2.708,1.75,1.563,1.333,0.486,1,0.854,0.001,0,0.583,0.007,0,0.583,0.007,0,0.833,0.001,0,0.295,0.025,0,0.295,0.025,0,0.351,0.02,0,0.271,0.027,0,0.671,0.004,0,0.364,0.019,0,0.258,0.029,0,1,0,0,0.203,0.037,0,0.042,0.09,1,0.621,0.006,0,0.225,0.033,0,0.108,0.058,0,1,0,0
zufrieden,content,9,52.64,9,6.5,6.167,6.5,6.083,6.333,6.292,6.313,1.417,1.667,1.417,1.667,1.542,1.542,1.542,5.167,4.417,4.667,4.833,4.792,4.75,4.771,4.833,5.583,5.417,4.364,5.208,4.913,5.064,5.833,5.5,6,5.75,5.667,5.875,5.771,3.333,2.75,3.667,3.667,3.042,3.667,3.354,6.813,6.688,2,0,2,0.834,0.001,0,0.064,0.076,0,0.834,0.001,0,1,0,0,0.309,0.023,0,1,0,0,0.935,0,0,0.567,0.008,0,0.37,0.018,0,0.555,0.008,0,0.778,0.002,0,0.099,0.062,0,0.573,0.007,0,0.43,0.014,0,0.91,0,0,0.004,0.174,1,0.162,0.044,0,0.162,0.044,0
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
